time;target;temp;осадки;ясно;day;month;year
16.0;415.953;21.4;0;1;13;7;2019
17.0;412.045;21.3;1;1;13;7;2019
18.0;410.693;20.8;1;0;13;7;2019
19.0;405.853;20.6;1;1;13;7;2019
20.0;395.883;20.1;0;1;13;7;2019
21.0;394.654;19.6;0;1;13;7;2019
22.0;409.007;18.7;0;1;13;7;2019
23.0;404.108;18.0;0;1;13;7;2019
0.0;369.335;18.2;0;1;14;7;2019
1.0;334.011;18.6;0;1;14;7;2019
2.0;310.592;18.8;0;1;14;7;2019
3.0;297.873;19.1;0;1;14;7;2019
4.0;286.435;19.0;0;1;14;7;2019
5.0;271.853;18.9;0;1;14;7;2019
6.0;274.755;18.9;0;1;14;7;2019
7.0;289.669;19.7;0;1;14;7;2019
8.0;313.073;21.0;0;1;14;7;2019
9.0;355.541;21.8;0;1;14;7;2019
10.0;392.305;22.8;0;1;14;7;2019
11.0;411.923;23.4;0;1;14;7;2019
12.0;416.962;23.8;0;1;14;7;2019
13.0;412.166;24.2;0;1;14;7;2019
14.0;408.429;24.5;0;0;14;7;2019
15.0;405.423;24.5;0;0;14;7;2019
16.0;402.922;24.7;0;0;14;7;2019
17.0;402.654;24.6;0;0;14;7;2019
18.0;400.777;24.2;0;0;14;7;2019
19.0;398.802;23.5;0;0;14;7;2019
20.0;396.809;22.7;0;0;14;7;2019
21.0;398.174;22.1;0;0;14;7;2019
22.0;414.783;22.1;0;0;14;7;2019
23.0;409.728;21.6;0;0;14;7;2019
0.0;367.469;21.2;0;1;15;7;2019
1.0;328.628;20.8;0;1;15;7;2019
2.0;304.677;20.3;0;1;15;7;2019
3.0;293.676;19.8;0;1;15;7;2019
4.0;284.746;19.3;0;1;15;7;2019
5.0;274.735;19.0;0;1;15;7;2019
6.0;283.685;19.0;0;1;15;7;2019
7.0;313.808;19.9;0;1;15;7;2019
8.0;354.409;21.2;0;0;15;7;2019
9.0;407.237;22.5;0;0;15;7;2019
10.0;437.36;23.5;0;0;15;7;2019
11.0;451.69;23.6;0;0;15;7;2019
12.0;454.718;22.3;1;0;15;7;2019
13.0;446.638;20.5;1;0;15;7;2019
14.0;449.016;19.3;1;0;15;7;2019
15.0;447.226;19.5;1;0;15;7;2019
16.0;449.361;19.7;1;0;15;7;2019
17.0;444.069;20.6;1;0;15;7;2019
18.0;435.5;21.1;0;0;15;7;2019
19.0;430.651;21.0;0;1;15;7;2019
20.0;418.099;20.5;0;0;15;7;2019
21.0;411.917;19.8;1;0;15;7;2019
22.0;427.48;19.4;1;0;15;7;2019
23.0;418.85;19.2;1;0;15;7;2019
0.0;373.308;19.0;1;0;16;7;2019
1.0;334.183;18.9;1;0;16;7;2019
2.0;310.767;19.0;1;0;16;7;2019
3.0;299.929;18.7;1;0;16;7;2019
4.0;292.599;18.5;1;0;16;7;2019
5.0;281.191;19.1;1;0;16;7;2019
6.0;289.025;19.4;1;0;16;7;2019
7.0;321.284;20.0;1;0;16;7;2019
8.0;360.361;20.3;1;0;16;7;2019
9.0;413.027;20.7;1;0;16;7;2019
10.0;440.802;20.7;1;0;16;7;2019
11.0;456.917;21.0;1;0;16;7;2019
12.0;458.422;21.6;1;0;16;7;2019
13.0;449.158;20.8;1;0;16;7;2019
14.0;450.737;21.2;1;0;16;7;2019
15.0;448.243;21.7;1;0;16;7;2019
16.0;448.617;21.8;1;0;16;7;2019
17.0;443.937;21.9;0;1;16;7;2019
18.0;436.288;21.7;0;1;16;7;2019
19.0;429.952;21.3;0;1;16;7;2019
20.0;420.909;20.8;0;1;16;7;2019
21.0;421.718;20.4;0;1;16;7;2019
22.0;436.7;20.0;0;1;16;7;2019
23.0;421.882;19.6;0;1;16;7;2019
0.0;376.786;19.4;0;1;17;7;2019
1.0;337.992;19.2;0;1;17;7;2019
2.0;315.917;19.1;0;1;17;7;2019
3.0;305.643;18.8;0;1;17;7;2019
4.0;295.725;18.2;0;1;17;7;2019
5.0;282.639;19.1;0;1;17;7;2019
6.0;289.687;19.8;0;1;17;7;2019
7.0;319.318;20.5;0;1;17;7;2019
8.0;357.468;21.8;0;1;17;7;2019
9.0;408.474;22.7;0;1;17;7;2019
10.0;439.201;24.0;0;1;17;7;2019
11.0;451.673;25.0;0;1;17;7;2019
12.0;452.171;25.7;0;1;17;7;2019
13.0;444.825;26.1;0;1;17;7;2019
14.0;445.181;26.2;0;1;17;7;2019
15.0;445.05;26.2;0;1;17;7;2019
16.0;444.011;26.3;0;1;17;7;2019
17.0;441.478;26.0;0;1;17;7;2019
18.0;434.542;25.5;0;1;17;7;2019
19.0;429.606;24.7;0;1;17;7;2019
20.0;421.623;23.7;0;1;17;7;2019
21.0;419.584;23.0;0;1;17;7;2019
22.0;435.028;22.5;0;1;17;7;2019
23.0;422.524;22.1;0;1;17;7;2019
0.0;379.389;21.8;0;1;18;7;2019
1.0;337.629;21.4;0;1;18;7;2019
2.0;312.782;21.0;0;1;18;7;2019
3.0;300.378;20.5;0;1;18;7;2019
4.0;292.748;20.0;0;1;18;7;2019
5.0;279.464;19.7;0;1;18;7;2019
6.0;288.36;19.7;0;0;18;7;2019
7.0;319.912;20.3;0;0;18;7;2019
8.0;357.76;21.4;0;0;18;7;2019
9.0;412.696;22.7;0;0;18;7;2019
10.0;444.994;22.4;0;0;18;7;2019
11.0;455.35;23.0;1;0;18;7;2019
12.0;457.09;23.6;1;0;18;7;2019
13.0;445.691;24.2;0;0;18;7;2019
14.0;448.0;24.6;0;0;18;7;2019
15.0;448.244;24.8;0;0;18;7;2019
16.0;449.755;25.0;0;0;18;7;2019
17.0;446.97;24.9;0;0;18;7;2019
18.0;438.399;24.5;0;0;18;7;2019
19.0;433.555;23.8;0;0;18;7;2019
20.0;424.319;23.0;0;0;18;7;2019
21.0;419.669;22.4;0;1;18;7;2019
22.0;437.005;21.8;0;1;18;7;2019
23.0;426.445;21.3;0;1;18;7;2019
0.0;381.576;21.0;0;1;19;7;2019
1.0;337.869;20.7;0;1;19;7;2019
2.0;314.213;20.5;0;1;19;7;2019
3.0;303.107;20.2;0;1;19;7;2019
4.0;292.911;20.1;0;1;19;7;2019
5.0;279.476;19.9;0;0;19;7;2019
6.0;286.776;20.0;0;0;19;7;2019
7.0;320.049;20.7;0;0;19;7;2019
8.0;361.099;21.7;0;0;19;7;2019
9.0;414.307;22.5;0;0;19;7;2019
10.0;446.24;23.8;0;0;19;7;2019
11.0;455.259;24.7;0;1;19;7;2019
12.0;455.502;25.3;0;0;19;7;2019
13.0;451.401;25.9;0;1;19;7;2019
14.0;456.47;26.4;0;1;19;7;2019
15.0;455.699;26.0;0;1;19;7;2019
16.0;455.112;25.9;0;0;19;7;2019
17.0;448.794;25.6;0;0;19;7;2019
18.0;442.111;25.2;0;0;19;7;2019
19.0;437.846;24.6;0;1;19;7;2019
20.0;423.647;23.8;0;1;19;7;2019
21.0;418.438;23.2;0;1;19;7;2019
22.0;434.931;22.6;0;1;19;7;2019
23.0;423.803;22.1;0;1;19;7;2019
0.0;382.666;21.7;0;1;20;7;2019
1.0;339.666;21.3;0;1;20;7;2019
2.0;313.241;21.0;0;1;20;7;2019
3.0;300.773;20.8;0;1;20;7;2019
4.0;290.009;20.5;0;1;20;7;2019
5.0;274.71;20.2;0;1;20;7;2019
6.0;277.297;20.2;0;1;20;7;2019
7.0;299.752;20.9;0;1;20;7;2019
8.0;332.594;22.1;0;1;20;7;2019
9.0;379.514;23.6;0;1;20;7;2019
10.0;415.062;25.2;0;1;20;7;2019
11.0;432.66;26.2;0;1;20;7;2019
12.0;435.204;26.8;0;1;20;7;2019
13.0;428.563;27.2;0;1;20;7;2019
14.0;427.005;27.4;0;0;20;7;2019
15.0;424.339;27.6;0;0;20;7;2019
16.0;423.094;27.5;0;0;20;7;2019
17.0;421.039;27.4;0;0;20;7;2019
18.0;416.994;26.9;0;1;20;7;2019
19.0;414.153;26.1;0;1;20;7;2019
20.0;403.665;25.6;0;1;20;7;2019
21.0;397.497;25.2;0;1;20;7;2019
22.0;417.435;25.0;0;1;20;7;2019
23.0;409.691;24.7;0;1;20;7;2019
0.0;371.934;24.2;0;1;21;7;2019
1.0;334.478;23.6;0;1;21;7;2019
2.0;312.055;22.9;0;1;21;7;2019
3.0;298.972;22.2;0;1;21;7;2019
4.0;290.478;21.6;0;1;21;7;2019
5.0;274.684;21.2;0;1;21;7;2019
6.0;274.083;21.3;0;1;21;7;2019
7.0;291.267;22.0;0;1;21;7;2019
8.0;316.664;23.0;0;0;21;7;2019
9.0;360.777;24.1;0;0;21;7;2019
10.0;397.366;25.4;0;0;21;7;2019
11.0;419.318;25.8;0;0;21;7;2019
12.0;422.35;25.9;0;0;21;7;2019
13.0;421.387;25.5;1;0;21;7;2019
14.0;423.75;25.6;1;0;21;7;2019
15.0;420.255;25.4;1;0;21;7;2019
16.0;420.374;26.2;1;0;21;7;2019
17.0;418.243;24.4;1;0;21;7;2019
18.0;418.415;24.1;1;0;21;7;2019
19.0;416.072;23.4;1;0;21;7;2019
20.0;411.957;22.7;1;0;21;7;2019
21.0;413.227;22.3;1;0;21;7;2019
22.0;429.748;21.5;1;0;21;7;2019
23.0;412.815;21.2;0;1;21;7;2019
0.0;368.352;21.0;0;1;22;7;2019
1.0;328.767;20.7;1;0;22;7;2019
2.0;304.437;20.5;1;0;22;7;2019
3.0;292.641;20.3;1;0;22;7;2019
4.0;285.604;20.0;0;1;22;7;2019
5.0;274.636;19.7;0;0;22;7;2019
6.0;282.811;19.6;0;0;22;7;2019
7.0;314.265;19.9;0;0;22;7;2019
8.0;356.847;20.5;0;0;22;7;2019
9.0;409.807;21.4;0;1;22;7;2019
10.0;443.401;22.8;0;1;22;7;2019
11.0;454.546;24.0;0;1;22;7;2019
12.0;453.17;25.1;0;1;22;7;2019
13.0;445.226;25.7;0;1;22;7;2019
14.0;450.29;25.8;0;1;22;7;2019
15.0;449.174;25.9;0;1;22;7;2019
16.0;448.956;25.8;0;1;22;7;2019
17.0;446.331;25.7;0;1;22;7;2019
18.0;437.573;25.4;0;1;22;7;2019
19.0;431.391;24.8;0;1;22;7;2019
20.0;421.939;24.3;0;1;22;7;2019
21.0;420.686;24.0;0;1;22;7;2019
22.0;437.511;23.0;0;1;22;7;2019
23.0;420.457;22.7;0;1;22;7;2019
0.0;376.873;22.3;0;1;23;7;2019
1.0;336.807;22.0;0;1;23;7;2019
2.0;312.52;21.7;0;1;23;7;2019
3.0;301.355;21.3;0;1;23;7;2019
4.0;294.686;21.3;0;1;23;7;2019
5.0;282.764;21.1;0;1;23;7;2019
6.0;287.411;21.1;0;1;23;7;2019
7.0;319.484;21.6;0;1;23;7;2019
8.0;359.492;22.7;0;1;23;7;2019
9.0;412.852;23.8;0;1;23;7;2019
10.0;446.547;25.0;0;1;23;7;2019
11.0;457.294;26.0;0;1;23;7;2019
12.0;458.456;26.8;0;1;23;7;2019
13.0;449.274;27.8;0;1;23;7;2019
14.0;454.346;27.6;0;0;23;7;2019
15.0;453.501;27.1;0;0;23;7;2019
16.0;454.857;26.6;1;0;23;7;2019
17.0;450.194;26.3;0;0;23;7;2019
18.0;443.778;25.8;0;0;23;7;2019
19.0;436.342;25.3;0;1;23;7;2019
20.0;425.981;24.7;0;1;23;7;2019
21.0;427.211;24.3;0;1;23;7;2019
22.0;445.172;23.4;0;1;23;7;2019
23.0;423.199;23.0;0;1;23;7;2019
0.0;374.891;23.3;0;1;24;7;2019
1.0;337.026;23.1;0;0;24;7;2019
2.0;311.467;22.9;0;0;24;7;2019
3.0;300.929;20.7;0;1;24;7;2019
4.0;293.958;21.1;0;0;24;7;2019
5.0;282.287;20.9;0;0;24;7;2019
6.0;288.076;21.1;0;0;24;7;2019
7.0;320.068;22.6;0;0;24;7;2019
8.0;359.485;23.1;0;1;24;7;2019
9.0;411.794;23.9;0;1;24;7;2019
10.0;443.33;24.8;0;1;24;7;2019
11.0;458.922;25.4;0;1;24;7;2019
12.0;459.882;25.4;0;0;24;7;2019
13.0;453.048;25.2;0;0;24;7;2019
14.0;458.096;25.1;1;0;24;7;2019
15.0;458.414;24.4;1;0;24;7;2019
16.0;456.416;24.5;1;0;24;7;2019
17.0;454.52;24.4;1;0;24;7;2019
18.0;444.278;24.0;1;0;24;7;2019
19.0;436.363;23.5;1;1;24;7;2019
20.0;427.279;23.0;1;0;24;7;2019
21.0;423.136;22.6;1;0;24;7;2019
22.0;444.69;23.1;0;0;24;7;2019
23.0;429.282;23.0;0;0;24;7;2019
0.0;382.437;23.2;0;0;25;7;2019
1.0;340.14;23.3;0;0;25;7;2019
2.0;314.387;23.0;0;0;25;7;2019
3.0;302.608;22.9;0;0;25;7;2019
4.0;295.514;22.1;1;0;25;7;2019
5.0;283.33;21.2;1;0;25;7;2019
6.0;291.554;21.0;1;1;25;7;2019
7.0;323.431;21.4;1;0;25;7;2019
8.0;361.198;21.6;0;0;25;7;2019
9.0;418.144;22.8;1;0;25;7;2019
10.0;450.941;24.3;1;1;25;7;2019
11.0;463.375;25.2;1;0;25;7;2019
12.0;463.721;25.8;1;1;25;7;2019
13.0;456.542;25.1;1;0;25;7;2019
14.0;459.495;25.2;1;0;25;7;2019
15.0;459.499;25.3;1;0;25;7;2019
16.0;457.492;25.2;1;0;25;7;2019
17.0;453.028;24.5;1;0;25;7;2019
18.0;444.903;24.2;0;0;25;7;2019
19.0;439.141;23.9;0;0;25;7;2019
20.0;429.787;23.4;0;0;25;7;2019
21.0;424.688;22.9;0;1;25;7;2019
22.0;444.616;22.1;0;1;25;7;2019
23.0;428.068;21.9;0;1;25;7;2019
0.0;381.301;21.7;0;1;26;7;2019
1.0;337.862;21.2;0;1;26;7;2019
2.0;314.415;20.8;0;1;26;7;2019
3.0;303.947;20.6;0;1;26;7;2019
4.0;294.405;20.6;0;1;26;7;2019
5.0;280.307;20.3;1;1;26;7;2019
6.0;285.624;20.3;1;1;26;7;2019
7.0;319.186;20.8;1;1;26;7;2019
8.0;361.315;21.4;1;1;26;7;2019
9.0;416.522;21.8;1;1;26;7;2019
10.0;450.944;22.1;1;1;26;7;2019
11.0;461.755;22.6;1;0;26;7;2019
12.0;463.697;23.5;1;0;26;7;2019
13.0;456.476;23.6;1;1;26;7;2019
14.0;460.255;23.8;0;1;26;7;2019
15.0;456.874;24.2;0;1;26;7;2019
16.0;453.617;24.1;0;1;26;7;2019
17.0;452.762;23.9;0;0;26;7;2019
18.0;445.143;23.5;0;1;26;7;2019
19.0;437.695;23.0;0;1;26;7;2019
20.0;424.691;22.3;0;1;26;7;2019
21.0;420.034;21.9;0;1;26;7;2019
22.0;442.447;21.3;0;1;26;7;2019
23.0;422.218;21.1;0;1;26;7;2019
0.0;376.386;20.8;0;1;27;7;2019
1.0;335.751;20.5;0;1;27;7;2019
2.0;309.555;20.2;0;1;27;7;2019
3.0;297.459;19.7;0;1;27;7;2019
4.0;289.889;19.2;0;1;27;7;2019
5.0;275.106;18.6;0;1;27;7;2019
6.0;275.993;18.8;0;1;27;7;2019
7.0;293.914;21.5;0;1;27;7;2019
8.0;314.434;22.7;0;1;27;7;2019
9.0;368.546;23.4;0;1;27;7;2019
10.0;403.315;24.3;0;1;27;7;2019
11.0;421.075;24.7;1;0;27;7;2019
12.0;425.652;24.7;1;0;27;7;2019
13.0;420.716;24.8;0;0;27;7;2019
14.0;418.965;25.3;0;1;27;7;2019
15.0;414.828;25.4;0;1;27;7;2019
16.0;416.832;25.5;0;0;27;7;2019
17.0;416.103;25.5;0;1;27;7;2019
18.0;412.16;25.3;0;1;27;7;2019
19.0;408.619;24.8;0;1;27;7;2019
20.0;400.864;24.0;0;1;27;7;2019
21.0;401.709;22.8;0;1;27;7;2019
22.0;420.986;22.2;0;1;27;7;2019
23.0;406.264;21.9;0;1;27;7;2019
0.0;367.252;21.7;0;1;28;7;2019
1.0;328.824;21.3;0;1;28;7;2019
2.0;306.611;21.1;0;1;28;7;2019
3.0;294.877;20.8;0;1;28;7;2019
4.0;287.518;20.6;0;1;28;7;2019
5.0;272.024;20.4;0;1;28;7;2019
6.0;272.032;20.5;0;1;28;7;2019
7.0;290.078;21.4;0;1;28;7;2019
8.0;318.534;22.8;0;1;28;7;2019
9.0;361.681;24.0;0;1;28;7;2019
10.0;399.185;25.1;0;1;28;7;2019
11.0;413.464;26.0;0;1;28;7;2019
12.0;419.59;26.7;0;1;28;7;2019
13.0;415.345;27.3;0;1;28;7;2019
14.0;416.407;27.7;0;1;28;7;2019
15.0;411.724;27.9;0;1;28;7;2019
16.0;412.537;27.6;0;1;28;7;2019
17.0;412.018;27.2;0;1;28;7;2019
18.0;413.462;26.6;0;1;28;7;2019
19.0;413.332;25.9;0;1;28;7;2019
20.0;410.458;25.1;0;1;28;7;2019
21.0;414.447;24.2;0;1;28;7;2019
22.0;435.65;23.0;0;1;28;7;2019
23.0;418.857;22.2;0;1;28;7;2019
0.0;373.184;21.5;0;1;29;7;2019
1.0;334.624;21.0;0;1;29;7;2019
2.0;311.322;20.6;0;1;29;7;2019
3.0;298.623;21.1;0;1;29;7;2019
4.0;291.075;21.3;0;1;29;7;2019
5.0;278.596;20.0;0;1;29;7;2019
6.0;285.209;20.5;0;1;29;7;2019
7.0;319.007;22.4;0;1;29;7;2019
8.0;363.085;23.7;0;1;29;7;2019
9.0;421.781;24.6;0;1;29;7;2019
10.0;460.5;25.5;0;1;29;7;2019
11.0;478.318;26.1;0;1;29;7;2019
12.0;481.158;26.6;0;1;29;7;2019
13.0;475.778;26.7;0;0;29;7;2019
14.0;481.119;26.7;0;1;29;7;2019
15.0;474.186;26.8;0;1;29;7;2019
16.0;472.338;26.8;0;1;29;7;2019
17.0;468.033;26.7;0;1;29;7;2019
18.0;459.842;26.4;0;1;29;7;2019
19.0;451.109;25.7;0;1;29;7;2019
20.0;438.98;25.1;0;1;29;7;2019
21.0;436.815;24.4;0;1;29;7;2019
22.0;455.887;24.0;0;1;29;7;2019
23.0;431.239;23.7;0;1;29;7;2019
0.0;383.971;23.2;0;1;30;7;2019
1.0;341.007;22.2;0;1;30;7;2019
2.0;318.569;22.9;0;1;30;7;2019
3.0;306.83;24.1;0;1;30;7;2019
4.0;299.138;23.0;0;1;30;7;2019
5.0;286.727;22.1;0;1;30;7;2019
6.0;290.863;21.9;0;1;30;7;2019
7.0;322.489;22.9;0;1;30;7;2019
8.0;367.183;25.5;0;1;30;7;2019
9.0;425.496;26.6;0;1;30;7;2019
10.0;461.821;27.9;0;1;30;7;2019
11.0;475.156;28.7;0;1;30;7;2019
12.0;478.815;29.3;0;1;30;7;2019
13.0;466.926;29.6;0;0;30;7;2019
14.0;469.148;29.5;0;0;30;7;2019
15.0;466.475;29.1;0;0;30;7;2019
16.0;461.97;28.9;0;1;30;7;2019
17.0;455.821;28.2;0;0;30;7;2019
18.0;443.772;27.6;0;0;30;7;2019
19.0;437.857;26.6;0;1;30;7;2019
20.0;428.874;25.8;0;1;30;7;2019
21.0;425.08;25.3;0;1;30;7;2019
22.0;444.329;25.2;0;1;30;7;2019
23.0;419.681;24.9;0;1;30;7;2019
0.0;373.191;24.6;0;1;31;7;2019
1.0;332.914;24.3;0;1;31;7;2019
2.0;309.198;24.1;0;1;31;7;2019
3.0;298.169;23.8;0;1;31;7;2019
4.0;290.285;23.3;0;1;31;7;2019
5.0;279.258;23.0;0;1;31;7;2019
6.0;284.474;23.0;0;1;31;7;2019
7.0;316.075;23.8;0;1;31;7;2019
8.0;355.606;25.0;0;1;31;7;2019
9.0;407.342;25.6;0;1;31;7;2019
10.0;438.241;25.9;0;1;31;7;2019
11.0;449.51;26.3;0;1;31;7;2019
12.0;451.056;26.8;0;1;31;7;2019
13.0;444.132;26.8;0;1;31;7;2019
14.0;445.186;26.6;1;1;31;7;2019
15.0;442.34;26.4;0;1;31;7;2019
16.0;441.743;26.1;0;1;31;7;2019
17.0;436.176;25.9;0;1;31;7;2019
18.0;426.347;25.5;0;1;31;7;2019
19.0;421.842;24.9;0;1;31;7;2019
20.0;414.085;24.1;0;1;31;7;2019
21.0;412.701;23.7;0;0;31;7;2019
22.0;431.647;23.2;0;1;31;7;2019
23.0;406.748;23.2;0;0;31;7;2019
0.0;359.517;23.1;0;0;1;8;2019
1.0;321.94;23.0;0;0;1;8;2019
2.0;301.019;23.0;0;0;1;8;2019
3.0;290.065;23.0;0;0;1;8;2019
4.0;284.116;23.0;1;0;1;8;2019
5.0;275.29;22.9;1;0;1;8;2019
6.0;278.65;23.0;1;0;1;8;2019
7.0;310.665;23.2;1;0;1;8;2019
8.0;352.139;23.9;1;0;1;8;2019
9.0;403.245;24.3;1;0;1;8;2019
10.0;436.058;24.5;1;0;1;8;2019
11.0;449.173;25.4;1;0;1;8;2019
12.0;450.747;24.5;1;0;1;8;2019
13.0;443.018;25.3;1;0;1;8;2019
14.0;448.246;25.7;1;0;1;8;2019
15.0;448.235;26.0;1;1;1;8;2019
16.0;444.556;25.7;0;1;1;8;2019
17.0;444.768;25.3;0;1;1;8;2019
18.0;441.686;25.1;0;1;1;8;2019
19.0;436.514;24.7;0;1;1;8;2019
20.0;426.449;24.1;0;1;1;8;2019
21.0;429.476;23.4;0;1;1;8;2019
22.0;434.987;22.9;0;1;1;8;2019
23.0;409.128;22.2;0;1;1;8;2019
0.0;371.818;21.5;0;1;2;8;2019
1.0;336.111;20.8;0;1;2;8;2019
2.0;317.9;20.2;0;1;2;8;2019
3.0;303.31;19.8;0;1;2;8;2019
4.0;296.278;19.4;0;1;2;8;2019
5.0;289.98;19.1;0;1;2;8;2019
6.0;292.113;18.9;0;1;2;8;2019
7.0;319.681;19.4;0;1;2;8;2019
8.0;358.197;20.6;0;1;2;8;2019
9.0;410.741;21.8;0;1;2;8;2019
10.0;444.623;23.5;0;0;2;8;2019
11.0;454.298;24.5;0;1;2;8;2019
12.0;454.492;24.8;1;1;2;8;2019
13.0;446.529;25.4;0;1;2;8;2019
14.0;449.598;25.3;0;0;2;8;2019
15.0;450.278;25.6;0;1;2;8;2019
16.0;445.071;25.9;0;1;2;8;2019
17.0;444.707;26.1;0;1;2;8;2019
18.0;437.602;25.5;0;1;2;8;2019
19.0;430.14;24.7;0;1;2;8;2019
20.0;419.58;23.8;0;1;2;8;2019
21.0;417.027;23.2;0;1;2;8;2019
22.0;434.542;22.4;0;1;2;8;2019
23.0;414.677;21.6;0;1;2;8;2019
0.0;376.543;21.0;0;1;3;8;2019
1.0;341.062;20.5;0;1;3;8;2019
2.0;317.925;20.2;0;1;3;8;2019
3.0;305.479;20.0;0;1;3;8;2019
4.0;298.196;19.8;0;1;3;8;2019
5.0;287.588;19.7;0;1;3;8;2019
6.0;283.102;19.6;0;1;3;8;2019
7.0;301.949;20.3;0;1;3;8;2019
8.0;333.967;21.8;0;1;3;8;2019
9.0;380.542;22.9;0;1;3;8;2019
10.0;419.778;23.8;0;1;3;8;2019
11.0;438.097;24.7;0;1;3;8;2019
12.0;441.363;25.6;0;1;3;8;2019
13.0;433.087;26.3;0;1;3;8;2019
14.0;427.065;26.8;0;1;3;8;2019
15.0;424.664;27.1;0;1;3;8;2019
16.0;419.221;27.0;0;1;3;8;2019
17.0;418.631;26.6;0;1;3;8;2019
18.0;416.766;25.9;0;1;3;8;2019
19.0;411.221;25.0;0;1;3;8;2019
20.0;403.936;24.0;0;1;3;8;2019
21.0;409.298;23.2;0;1;3;8;2019
22.0;427.521;22.5;0;1;3;8;2019
23.0;405.172;22.1;0;1;3;8;2019
0.0;368.22;21.7;0;1;4;8;2019
1.0;332.838;21.2;0;1;4;8;2019
2.0;311.02;20.7;0;1;4;8;2019
3.0;298.196;20.4;0;1;4;8;2019
4.0;291.733;20.5;0;1;4;8;2019
5.0;279.278;21.0;0;1;4;8;2019
6.0;273.603;21.6;0;1;4;8;2019
7.0;290.433;22.6;0;1;4;8;2019
8.0;314.753;23.6;0;1;4;8;2019
9.0;354.366;24.2;0;1;4;8;2019
10.0;393.202;25.1;0;1;4;8;2019
11.0;413.07;25.4;0;1;4;8;2019
12.0;418.228;25.5;0;0;4;8;2019
13.0;415.411;24.7;1;0;4;8;2019
14.0;413.929;24.0;1;0;4;8;2019
15.0;410.994;22.7;1;0;4;8;2019
16.0;407.561;22.8;1;0;4;8;2019
17.0;409.672;23.2;1;0;4;8;2019
18.0;409.986;22.7;1;1;4;8;2019
19.0;409.343;21.5;1;1;4;8;2019
20.0;406.432;20.6;0;0;4;8;2019
21.0;417.167;19.8;0;0;4;8;2019
22.0;434.526;19.0;0;1;4;8;2019
23.0;405.869;18.5;0;1;4;8;2019
0.0;363.543;18.0;0;1;5;8;2019
1.0;328.727;17.7;0;1;5;8;2019
2.0;305.886;17.4;0;1;5;8;2019
3.0;294.857;17.2;0;1;5;8;2019
4.0;290.858;17.2;0;1;5;8;2019
5.0;281.869;16.6;0;1;5;8;2019
6.0;281.73;16.4;0;1;5;8;2019
7.0;315.637;17.8;0;1;5;8;2019
8.0;358.342;19.0;0;1;5;8;2019
9.0;410.013;20.2;0;0;5;8;2019
10.0;443.463;21.1;0;0;5;8;2019
11.0;457.338;21.9;0;0;5;8;2019
12.0;462.083;22.5;0;1;5;8;2019
13.0;452.349;22.8;0;0;5;8;2019
14.0;456.279;23.2;0;1;5;8;2019
15.0;455.638;23.2;0;1;5;8;2019
16.0;452.287;23.1;0;1;5;8;2019
17.0;451.422;22.7;0;1;5;8;2019
18.0;442.389;22.4;0;1;5;8;2019
19.0;433.411;21.6;0;1;5;8;2019
20.0;420.846;20.9;0;1;5;8;2019
21.0;425.783;20.5;0;1;5;8;2019
22.0;442.204;20.3;0;1;5;8;2019
23.0;413.971;20.0;0;1;5;8;2019
0.0;370.03;19.4;0;1;6;8;2019
1.0;332.769;18.2;0;1;6;8;2019
2.0;310.17;17.6;0;1;6;8;2019
3.0;298.868;17.6;0;1;6;8;2019
4.0;293.968;17.6;0;1;6;8;2019
5.0;287.029;17.1;0;1;6;8;2019
6.0;287.623;17.0;0;1;6;8;2019
7.0;318.709;18.6;0;1;6;8;2019
8.0;360.97;21.4;0;1;6;8;2019
9.0;413.383;22.0;0;0;6;8;2019
10.0;447.668;22.3;0;0;6;8;2019
11.0;461.89;22.7;1;0;6;8;2019
12.0;463.931;22.9;0;1;6;8;2019
13.0;457.028;23.4;0;1;6;8;2019
14.0;461.328;23.6;0;1;6;8;2019
15.0;461.424;23.7;0;1;6;8;2019
16.0;457.928;23.6;0;1;6;8;2019
17.0;460.823;23.3;0;1;6;8;2019
18.0;451.846;22.9;0;1;6;8;2019
19.0;434.831;22.3;0;1;6;8;2019
20.0;432.22;21.7;0;1;6;8;2019
21.0;440.688;21.0;0;1;6;8;2019
22.0;451.55;19.8;0;1;6;8;2019
23.0;420.334;19.2;0;1;6;8;2019
0.0;377.246;19.3;0;1;7;8;2019
1.0;338.274;19.3;0;1;7;8;2019
2.0;316.694;19.3;0;1;7;8;2019
3.0;306.467;19.1;0;1;7;8;2019
4.0;299.543;18.9;0;1;7;8;2019
5.0;294.295;18.7;0;1;7;8;2019
6.0;293.576;18.7;0;1;7;8;2019
7.0;324.811;19.5;0;1;7;8;2019
8.0;366.473;21.1;0;1;7;8;2019
9.0;421.201;22.6;0;1;7;8;2019
10.0;459.28;24.0;0;1;7;8;2019
11.0;469.164;25.1;0;1;7;8;2019
12.0;470.04;26.1;0;1;7;8;2019
13.0;460.646;26.9;0;1;7;8;2019
14.0;464.937;27.4;0;1;7;8;2019
15.0;464.594;27.4;0;1;7;8;2019
16.0;461.417;27.0;0;1;7;8;2019
17.0;460.76;26.6;0;1;7;8;2019
18.0;452.364;25.8;0;1;7;8;2019
19.0;447.276;24.8;0;1;7;8;2019
20.0;436.166;23.8;0;1;7;8;2019
21.0;442.721;23.1;0;1;7;8;2019
22.0;451.731;22.5;0;1;7;8;2019
