date,time,target,predict,temp,temp_pred,weather_fact,weather_pred
2020-02-10,0,488.981,483.0,7.4,6.0,"дождь, ветер","пасм, шторм, ливень"
2020-02-10,1,452.256,443.0,7.4,6.0,"дождь, ветер","пасм, шторм, ливень"
2020-02-10,2,430.594,420.99999999999994,7.4,6.0,"дождь, ветер","пасм, шторм, ливень"
2020-02-10,3,419.655,409.0,4.7,6.0,"дождь, ветер","пасм, шторм, ливень"
2020-02-10,4,422.711,405.0,4.7,6.0,"дождь, ветер","пасм, шторм, ливень"
2020-02-10,5,425.491,407.0,4.7,6.0,"дождь, ветер","пасм, шторм, ливень"
2020-02-10,6,438.399,425.00000000000006,6.6,7.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,7,483.704,474.0,6.6,7.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,8,538.441,532.0,6.6,7.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,9,573.749,572.0,8.8,8.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,10,608.986,603.0,8.8,8.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,11,619.838,613.0,8.8,8.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,12,616.936,612.0,8.7,8.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,13,604.951,605.0,8.7,8.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,14,605.873,606.0,8.7,8.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,15,600.854,606.0,6.0,7.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,16,598.582,603.0,6.0,7.0,"дождь, ветерок","пасм, шторм, ливень"
2020-02-10,17,599.356,604.0,6.0,7.0,"пасм, ветер","пасм, шторм, ливень"
2020-02-10,18,600.641,614.0,5.9,6.0,"пасм,ветер","пасм, шторм, ливень"
2020-02-10,19,620.973,626.0,5.9,6.0,"пасм,ветер","пасм, шторм, ливень"
2020-02-10,20,609.286,616.0,5.9,6.0,"пасм,ветер","пасм, шторм, ливень"
2020-02-10,21,590.586,596.0,5.2,5.0,"пасм,ветер","пасм, шторм, ливень"
2020-02-10,22,571.285,575.0,5.2,5.0,"пасм,ветер","пасм, шторм, ливень"
2020-02-10,23,534.33,542.0,5.2,5.0,"пасм,ветер","пасм, шторм, ливень"
2020-02-11,0,488.518,486.0,4.2,4.0,"ветер, дождь","шторм, дождь"
2020-02-11,1,449.693,446.00000000000006,4.2,4.0,"ветер, дождь","шторм, дождь"
2020-02-11,2,428.728,424.0,4.2,4.0,"ветер, дождь","шторм, дождь"
2020-02-11,3,418.713,413.99999999999994,3.5,4.0,"ветер, дождь","шторм, дождь"
2020-02-11,4,411.242,410.00000000000006,3.5,4.0,"ветер, дождь","шторм, дождь"
2020-02-11,5,413.775,412.00000000000006,3.5,4.0,"ветер, дождь","шторм, дождь"
2020-02-11,6,429.252,429.99999999999994,2.7,3.0,"пасм, ветер","шторм, дождь"
2020-02-11,7,479.255,478.00000000000006,2.7,3.0,"пасм, ветер","шторм, дождь"
2020-02-11,8,533.923,536.0,2.7,3.0,"пасм, ветер","шторм, дождь"
2020-02-11,9,575.182,574.0,0.5,3.0,"дождь, ветер","шторм, дождь"
2020-02-11,10,624.479,603.0,0.5,3.0,"снег, ветер","шторм, дождь"
2020-02-11,11,643.804,614.0,0.5,3.0,"снег, ветер","шторм, дождь"
2020-02-11,12,631.734,612.0,3.4,4.0,пасмурно,"шторм, дождь"
2020-02-11,13,617.185,602.0,3.4,4.0,пасмурно,"шторм, дождь"
2020-02-11,14,613.584,602.0,3.4,4.0,пасмурно,"шторм, дождь"
2020-02-11,15,606.261,601.0,3.2,4.0,"пасм, дождь, ветер","шторм, дождь"
2020-02-11,16,599.667,600.0,3.2,4.0,"пасм, дождь, ветер","шторм, дождь"
2020-02-11,17,600.315,603.0,3.2,4.0,"пасм, дождь, ветер","шторм, дождь"
2020-02-11,18,607.909,614.0,3.8,4.0,"дождь, ветер","шторм, дождь"
2020-02-11,19,627.993,625.0,3.8,4.0,"дождь, ветер","шторм, дождь"
2020-02-11,20,618.726,614.0,3.8,4.0,"дождь, ветер","шторм, дождь"
2020-02-11,21,600.281,596.0,3.2,4.0,"дождь, ветер","шторм, дождь"
2020-02-11,22,581.151,574.0,3.2,4.0,"дождь, ветер","шторм, дождь"
2020-02-11,23,547.159,540.0,3.2,4.0,"дождь, ветер","шторм, дождь"
2020-02-12,0,500.15,493.81915469739704,3.1,4.0,"дождь, ветер","ветер, д+снег"
2020-02-12,1,460.678,454.74327896434477,3.1,4.0,"дождь, ветер","ветер, д+снег"
2020-02-12,2,438.906,434.65337110435325,3.1,4.0,"дождь, ветер","ветер, д+снег"
2020-02-12,3,428.718,423.94395329635415,3.0,3.0,"дождь, ветер","ветер, д+снег"
2020-02-12,4,423.616,419.86117524686205,3.0,3.0,"дождь, ветер","ветер, д+снег"
2020-02-12,5,426.406,421.3660934355678,3.0,3.0,"дождь, ветер","ветер, д+снег"
2020-02-12,6,444.559,435.9892984798422,3.6,3.0,"пасм, ветер","ветер, д+снег"
2020-02-12,7,490.28,488.18146117718237,3.6,3.0,"пасм, ветер","ветер, д+снег"
2020-02-12,8,542.996,548.3331911715975,3.6,3.0,"пасм, ветер","ветер, д+снег"
2020-02-12,9,576.677,586.5721124036884,3.5,4.0,"пасм, ветер","ветер, д+снег"
2020-02-12,10,611.548,610.9667862453266,3.5,4.0,"пасм, ветер","ветер, д+снег"
2020-02-12,11,621.983,621.9661882890232,3.5,4.0,"пасм, ветер","ветер, д+снег"
2020-02-12,12,621.737,621.9661882890232,3.8,5.0,"пасм, ветер","ветер, д+снег"
2020-02-12,13,614.248,610.9667862453266,3.8,5.0,"пасм, ветер","ветер, д+снег"
2020-02-12,14,615.953,611.9667318856626,3.8,5.0,"пасм, ветер","ветер, д+снег"
2020-02-12,15,614.798,610.9667862453266,4.3,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,16,609.365,609.9668406049906,4.3,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,17,606.509,610.9667862453266,4.3,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,18,613.933,619.966297008351,3.4,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,19,631.97,632.9655903327198,3.4,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,20,620.142,621.9661882890232,3.4,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,21,602.355,603.9671667629742,3.0,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,22,582.596,581.9683626755811,3.0,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-12,23,545.977,547.9702109041554,3.0,4.0,"пасм, дождь,ветер","ветер, д+снег"
2020-02-13,0,499.755,498.00000000000006,3.4,4.0,пасмурно,"пасм, ветер, дождь"
2020-02-13,1,460.773,460.00000000000006,3.4,4.0,пасмурно,"пасм, ветер, дождь"
2020-02-13,2,436.22,438.0,3.4,4.0,пасмурно,"пасм, ветер, дождь"
2020-02-13,3,427.39,427.00000000000006,3.2,3.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,4,423.137,422.0,3.2,3.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,5,424.236,422.0,3.2,3.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,6,441.187,441.00000000000006,3.0,3.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,7,487.082,492.0,3.0,3.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,8,541.228,552.0,3.0,3.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,9,578.011,589.0,4.6,4.0,"пасм, ветер","пасм, ветер, дождь"
2020-02-13,10,608.164,616.0,4.6,4.0,"пасм, ветер","пасм, ветер, дождь"
2020-02-13,11,616.15,626.0,4.6,4.0,"пасм, ветер","пасм, ветер, дождь"
2020-02-13,12,616.182,623.0,5.1,5.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,13,605.806,613.0,5.1,5.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,14,606.967,614.0,5.1,5.0,"пасм, дождь, ветер","пасм, ветер, дождь"
2020-02-13,15,608.546,613.0,3.8,4.0,"пасм, ветер",п/обл
2020-02-13,16,607.401,610.0,3.8,4.0,"пасм, ветер",п/обл
2020-02-13,17,603.116,610.0,3.8,4.0,"пасм, ветер",п/обл
2020-02-13,18,607.004,613.0,2.6,3.0,"пасм, дождь",п/обл
2020-02-13,19,633.337,633.0,2.6,3.0,"пасм, дождь",п/обл
2020-02-13,20,624.466,622.0,2.6,3.0,"пасм, дождь",п/обл
2020-02-13,21,606.21,602.0,0.8,1.0,пасм,п/обл
2020-02-13,22,583.437,580.0,0.8,1.0,пасм,п/обл
2020-02-13,23,549.352,545.0,0.8,1.0,пасм,п/обл
2020-02-14,0,506.537,497.00000000000006,-0.8,0.0,пасм,пасмурно
2020-02-14,1,466.364,460.0,-0.8,0.0,пасм,пасмурно
2020-02-14,2,441.146,438.0,-0.8,0.0,пасм,пасмурно
2020-02-14,3,430.446,427.0,-1.2,-1.0,пасм,пасмурно
2020-02-14,4,426.308,421.00000000000006,-1.2,-1.0,пасм,пасмурно
2020-02-14,5,427.972,421.00000000000006,-1.2,-1.0,пасм,пасмурно
2020-02-14,6,446.105,439.00000000000006,-0.9,-2.0,облачно,пасмурно
2020-02-14,7,491.363,484.0,-0.9,-2.0,облачно,пасмурно
2020-02-14,8,541.793,540.0,-0.9,-2.0,облачно,пасмурно
2020-02-14,9,580.743,579.0,0.4,2.0,ясно,пасмурно
2020-02-14,10,615.415,609.0,0.4,2.0,ясно,пасмурно
2020-02-14,11,623.764,619.0,0.4,2.0,ясно,пасмурно
2020-02-14,12,620.056,617.0,5.6,5.0,ясно,п/обл
2020-02-14,13,605.79,606.0,5.6,5.0,ясно,п/обл
2020-02-14,14,601.964,607.0,5.6,5.0,ясно,п/обл
2020-02-14,15,594.398,603.0,5.4,4.0,ясно,п/обл
2020-02-14,16,588.11,600.0,5.4,4.0,ясно,п/обл
2020-02-14,17,580.029,596.0,5.4,4.0,ясно,п/обл
2020-02-14,18,583.251,605.0,1.2,1.0,ясно,п/обл
2020-02-14,19,619.681,628.0,1.2,1.0,ясно,п/обл
2020-02-14,20,615.035,620.0,1.2,1.0,ясно,п/обл
2020-02-14,21,599.335,600.0,-1.7,0.0,ясно,п/обл
2020-02-14,22,582.924,580.0,-1.7,0.0,ясно,п/обл
2020-02-14,23,556.183,546.0,-1.7,0.0,ясно,п/обл
2020-02-15,0,516.831,506.00000000000006,-2.6,-2.0,ясно,п/обл
2020-02-15,1,480.047,468.0,-2.6,-2.0,ясно,п/обл
2020-02-15,2,454.711,445.0,-2.6,-2.0,ясно,п/обл
2020-02-15,3,439.932,433.0,-3.0,-2.0,изморозь,п/обл
2020-02-15,4,432.654,428.0,-3.0,-2.0,изморозь,п/обл
2020-02-15,5,432.732,426.99999999999994,-3.0,-2.0,изморозь,п/обл
2020-02-15,6,438.525,434.0,-3.1,-1.0,изморозь,п/обл
2020-02-15,7,460.483,455.00000000000006,-3.1,-1.0,изморозь,п/обл
2020-02-15,8,485.75,483.00000000000006,-3.1,-1.0,изморозь,п/обл
2020-02-15,9,521.934,519.0,2.4,2.0,изморозь,п/обл
2020-02-15,10,566.886,556.0,2.4,2.0,изморозь,п/обл
2020-02-15,11,586.119,583.0,2.4,2.0,изморозь,п/обл
2020-02-15,12,590.101,588.0,5.1,4.0,"обл с пр, ветер",пасм
2020-02-15,13,582.667,584.0,5.1,4.0,"обл с пр, ветер",пасм
2020-02-15,14,581.621,579.0,5.1,4.0,"обл с пр, ветер",пасм
2020-02-15,15,578.797,575.0,2.6,4.0,"обл с пр, ветер",40% дождь
2020-02-15,16,576.506,573.0,2.6,4.0,"обл с пр, ветер",40% дождь
2020-02-15,17,576.339,575.0,2.6,4.0,"обл с пр, ветер",40% дождь
2020-02-15,18,587.745,587.0,1.1,4.0,"обл с пр, ветер",пасм
2020-02-15,19,616.078,608.0,1.1,4.0,"обл с пр, ветер",пасм
2020-02-15,20,607.548,601.0,1.1,4.0,"обл с пр, ветер",пасм
2020-02-15,21,592.19,585.0,2.0,5.0,"обл с пр, ветер",пасм
2020-02-15,22,571.02,567.0,2.0,5.0,"обл с пр, ветер",пасм
2020-02-15,23,540.032,533.0,2.0,5.0,"обл с пр, ветер",пасм
2020-02-16,0,502.754,497.00000000000006,1.9,3.0,пасмурно,"п/обл, ветер"
2020-02-16,1,468.949,462.0,1.9,3.0,пасмурно,"п/обл, ветер"
2020-02-16,2,444.1,437.0,1.9,3.0,пасмурно,"п/обл, ветер"
2020-02-16,3,433.016,424.0,2.3,4.0,пасмурно,"п/обл, ветер"
2020-02-16,4,425.038,417.0,2.3,4.0,пасмурно,"п/обл, ветер"
2020-02-16,5,422.24,415.0,2.3,4.0,пасмурно,"п/обл, ветер"
2020-02-16,6,427.815,420.0,3.9,4.0,пасмурно,"п/обл, ветер"
2020-02-16,7,445.276,437.0,3.9,4.0,пасмурно,"п/обл, ветер"
2020-02-16,8,462.44,461.0,3.9,4.0,пасмурно,"п/обл, ветер"
2020-02-16,9,493.859,490.0,7.4,6.0,пасмурно,"п/обл, ветер"
2020-02-16,10,535.072,530.0,7.4,6.0,пасмурно,"п/обл, ветер"
2020-02-16,11,562.207,557.0,7.4,6.0,пасмурно,"п/обл, ветер"
2020-02-16,12,569.57,567.0,9.8,9.0,пасмурно,"пасмурно, ветер"
2020-02-16,13,564.697,568.0,9.8,9.0,пасмурно,"пасмурно, ветер"
2020-02-16,14,559.816,566.0,9.8,9.0,пасмурно,"пасмурно, ветер"
2020-02-16,15,556.64,565.0,9.2,9.0,дождь,37% дождь
2020-02-16,16,557.192,564.0,9.2,9.0,дождь,37% дождь
2020-02-16,17,564.364,565.0,9.2,9.0,дождь,37% дождь
2020-02-16,18,579.723,581.0,10.6,8.0,дождь,"пасм, ветер"
2020-02-16,19,601.346,602.0,10.6,8.0,дождь,"пасм, ветер"
2020-02-16,20,594.455,594.0,10.6,8.0,дождь,"пасм, ветер"
2020-02-16,21,581.933,581.0,11.8,10.0,ветрище,"пасм, ветер"
2020-02-16,22,562.26,563.0,11.8,10.0,ветрище,"пасм, ветер"
2020-02-16,23,523.836,530.0,11.8,10.0,ветрище,"пасм, ветер"
2020-02-17,0,476.491,484.0,12.7,11.0,ветер,"пасм, 17%"
2020-02-17,1,439.265,444.0,12.7,11.0,ветер,"пасм, 17%"
2020-02-17,2,417.797,422.0,12.7,11.0,ветер,"пасм, 17%"
2020-02-17,3,406.577,410.0,12.9,11.0,"ветер, дождь","пасм, 35%"
2020-02-17,4,400.303,405.0,12.9,11.0,"ветер, дождь","пасм, 35%"
2020-02-17,5,400.127,407.0,12.9,11.0,"ветер, дождь","пасм, 35%"
2020-02-17,6,416.284,423.0,10.1,9.0,пасмурно,"пасм, 40%"
2020-02-17,7,466.271,472.0,10.1,9.0,пасмурно,"пасм, 40%"
2020-02-17,8,520.277,530.0,10.1,9.0,пасмурно,"пасм, 40%"
2020-02-17,9,559.863,565.0,7.6,9.0,"пасм, дождь","пасм,24%"
2020-02-17,10,592.171,596.0,7.6,9.0,"пасм, дождь","пасм,24%"
2020-02-17,11,600.795,604.0,7.6,9.0,малообл,"пасм,24%"
2020-02-17,12,594.592,602.0,9.0,10.0,п/обл,"пасм, ветер"
2020-02-17,13,584.26,591.0,9.0,10.0,п/обл,"пасм, ветер"
2020-02-17,14,582.826,592.0,9.0,10.0,п/обл,"пасм, ветер"
2020-02-17,15,576.906,590.0,8.5,9.0,ясно,"пасм, ветер"
2020-02-17,16,571.869,588.0,8.5,9.0,ясно,"пасм, ветер"
2020-02-17,17,561.86,588.0,8.5,9.0,ясно,"пасм, ветер"
2020-02-17,18,562.654,594.0,7.3,7.0,ясно,"пасм, ветер"
2020-02-17,19,598.717,618.0,7.3,7.0,ясно,"пасм, ветер"
2020-02-17,20,595.896,609.0,7.3,7.0,ясно,"пасм, ветер"
2020-02-17,21,579.946,590.0,7.3,7.0,ясно,"пасм, ветер"
2020-02-17,22,561.135,570.0,7.3,7.0,ясно,"пасм, ветер"
2020-02-17,23,526.755,533.0,7.3,7.0,ясно,"пасм, ветер"
2020-02-18,0,479.542,489.0,6.2,6.0,ясно,"обл с пр, ветер"
2020-02-18,1,441.599,449.0,6.2,6.0,ясно,"обл с пр, ветер"
2020-02-18,2,417.975,427.0,6.2,6.0,ясно,"обл с пр, ветер"
2020-02-18,3,407.927,414.99999999999994,5.0,5.0,ясно,"обл с пр, ветер"
2020-02-18,4,402.254,409.99999999999994,5.0,5.0,ясно,"обл с пр, ветер"
2020-02-18,5,405.065,412.0,5.0,5.0,ясно,"обл с пр, ветер"
2020-02-18,6,421.881,427.99999999999994,3.8,5.0,пасмурно,"обл с пр, ветер, 24%"
2020-02-18,7,469.36,475.0,3.8,5.0,пасмурно,"обл с пр, ветер, 24%"
2020-02-18,8,520.089,533.0,3.8,5.0,кр. дождь,"обл с пр, ветер, 24%"
2020-02-18,9,561.337,570.0,5.2,6.0,"обл с пр, кр. дождь","обл с пр, ветер, 34%"
2020-02-18,10,597.045,601.0,5.2,6.0,"обл с пр, кр. дождь","обл с пр, ветер, 34%"
2020-02-18,11,609.526,610.0,5.2,6.0,"обл с пр, кр. дождь","обл с пр, ветер, 34%"
2020-02-18,12,605.452,607.0,7.2,7.0,ясно,"обл с пр, ветер, 42%"
2020-02-18,13,597.008,598.0,7.2,7.0,ясно,"обл с пр, ветер, 42%"
2020-02-18,14,595.586,600.0,7.2,7.0,ясно,"обл с пр, ветер, 42%"
2020-02-18,15,589.129,600.0,6.2,6.0,ясно,"обл с пр, ветер, 24%"
2020-02-18,16,583.208,598.0,6.2,6.0,"пасм, кр. дождь","обл с пр, ветер, 24%"
2020-02-18,17,578.829,596.0,6.2,6.0,"пасм, кр. дождь","обл с пр, ветер, 24%"
2020-02-18,18,583.604,602.0,4.2,5.0,"пасм, кр.дождь","обл с пр, ветер, 24%"
2020-02-18,19,608.85,622.0,4.2,5.0,"пасм, кр.дождь","обл с пр, ветер, 24%"
2020-02-18,20,607.28,613.0,4.2,5.0,"пасм, кр.дождь","обл с пр, ветер, 24%"
2020-02-18,21,591.273,594.0,4.5,5.0,"пасм, кр.дождь","обл с пр, ветер, 24%"
2020-02-18,22,573.228,574.0,4.5,5.0,"пасм, кр.дождь","обл с пр, ветер, 24%"
2020-02-18,23,536.089,536.0,4.5,5.0,"пасм, кр.дождь","обл с пр, ветер, 24%"
2020-02-19,0,489.369,491.4624189425625,4.3,4.0,малообл,"пасм, ветер"
2020-02-19,1,447.959,452.36519297104263,4.3,4.0,малообл,"пасм, ветер"
2020-02-19,2,426.676,429.061634530048,4.3,4.0,малообл,"пасм, ветер"
2020-02-19,3,415.111,418.85814142109575,3.6,3.0,"обл, дождь","пасм, ветер"
2020-02-19,4,411.5,413.8768770733446,3.6,3.0,"обл, дождь","пасм, ветер"
2020-02-19,5,410.047,415.2666718231186,3.6,3.0,"обл, дождь","пасм, ветер"
2020-02-19,6,426.924,431.3163015521634,2.7,3.0,облачно,"пасм, ветер"
2020-02-19,7,476.194,477.9624126753334,2.7,3.0,облачно,"пасм, ветер"
2020-02-19,8,527.026,534.1281179082863,2.7,3.0,облачно,"пасм, ветер"
2020-02-19,9,564.976,572.9493846345274,5.0,5.0,облачно,"пасм, ветер"
2020-02-19,10,596.395,605.9105168079443,5.0,5.0,облачно,"пасм, ветер"
2020-02-19,11,603.61,616.9088925255802,5.0,5.0,кр. дождь,"пасм, ветер"
2020-02-19,12,601.517,613.9093355116795,6.0,6.0,пасмурно,"пасм, ветер"
2020-02-19,13,592.963,603.9108121320105,6.0,6.0,пасмурно,"пасм, ветер"
2020-02-19,14,598.723,604.9106644699774,6.0,6.0,пасмурно,"пасм, ветер"
2020-02-19,15,586.379,604.9106644699774,6.3,5.0,пасмурно,"72%, пасм"
2020-02-19,16,587.765,602.9109597940436,6.3,5.0,пасмурно,"72%, пасм"
2020-02-19,17,584.699,602.9109597940436,6.3,5.0,пасмурно,"72%, пасм"
2020-02-19,18,591.58,609.9099261598119,4.3,5.0,кр.дождь,"33%, пасм"
2020-02-19,19,618.983,627.9072682432162,4.3,5.0,кр.дождь,"33%, пасм"
2020-02-19,20,615.209,620.9083018774479,4.3,5.0,кр.дождь,"33%, пасм"
2020-02-19,21,597.895,601.9111074560767,4.2,4.0,кр.дождь,"34%, пасм"
2020-02-19,22,575.357,580.9142083587716,4.2,4.0,кр.дождь,"34%, пасм"
2020-02-19,23,539.208,546.919228867897,4.2,4.0,кр.дождь,"34%, пасм"
2020-02-20,0,493.812,488.9805171234675,3.3,3.0,яснно,обл с пр
2020-02-20,1,455.469,449.98207097251617,3.3,3.0,яснно,обл с пр
2020-02-20,2,432.152,426.9829873450319,3.3,3.0,яснно,обл с пр
2020-02-20,3,418.338,416.9833857678649,3.7,3.0,"пасм, дождь",обл с пр
2020-02-20,4,413.185,411.9835849792815,3.7,3.0,"пасм, дождь",обл с пр
2020-02-20,5,413.632,412.9835451369981,3.7,3.0,"пасм, дождь",обл с пр
2020-02-20,6,430.021,429.98286781818206,3.0,3.0,обл с пр,обл с пр
2020-02-20,7,477.76,477.98095538858377,3.0,3.0,обл с пр,обл с пр
2020-02-20,8,524.443,529.9788835898523,3.0,3.0,обл с пр,обл с пр
2020-02-20,9,563.625,570.9772500562372,5.9,5.0,обл с пр,обл с пр
2020-02-20,10,592.528,601.976014945455,5.9,5.0,обл с пр,обл с пр
2020-02-20,11,599.318,610.9756563649053,5.9,5.0,обл с пр,обл с пр
2020-02-20,12,593.717,607.9757758917551,6.8,6.0,обл с пр,обл с пр
2020-02-20,13,585.721,596.9762141568713,6.8,6.0,обл с пр,обл с пр
2020-02-20,14,587.243,597.457694972812,6.8,6.0,обл с пр,обл с пр
2020-02-20,15,580.468,594.0758297194142,4.5,6.0,обл с пр,обл с пр
2020-02-20,16,576.22,588.5330505651904,4.5,6.0,обл с пр,обл с пр
2020-02-20,17,569.959,585.4891718451008,4.5,6.0,обл с пр,обл с пр
2020-02-20,18,574.797,588.6030477762306,3.4,4.0,обл с пр,"обл с пр, ветер"
2020-02-20,19,607.124,617.9763774290799,3.4,4.0,обл с пр,"обл с пр, ветер"
2020-02-20,20,607.632,613.9920361806577,3.4,4.0,обл с пр,"обл с пр, ветер"
2020-02-20,21,593.018,596.6432274243517,2.7,3.0,обл с пр,"обл с пр, ветер"
2020-02-20,22,572.911,575.9395523389063,2.7,3.0,обл с пр,"обл с пр, ветер"
2020-02-20,23,534.24,544.5703022112543,2.7,3.0,обл с пр,"обл с пр, ветер"
2020-02-21,0,488.277,493.2591941034702,2.9,3.0,пасмурно,"пасм, ветер"
2020-02-21,1,449.128,453.9201050351228,2.9,3.0,пасмурно,"пасм, ветер"
2020-02-21,2,424.163,430.7188729537322,2.9,3.0,пасмурно,"пасм, ветер"
2020-02-21,3,412.684,420.63233731696903,3.3,3.0,пасмурно,"пасм, ветер"
2020-02-21,4,407.807,415.5890694985874,3.3,3.0,пасмурно,"пасм, ветер"
2020-02-21,5,407.97,416.5971230303996,3.3,3.0,пасмурно,"пасм, ветер"
2020-02-21,6,424.919,433.7450336553825,3.3,3.0,пасмурно,"82%, ветер"
2020-02-21,7,477.605,483.1636579887444,3.3,3.0,пасмурно,"82%, ветер"
2020-02-21,8,527.374,536.6164965555688,3.3,3.0,пасмурно,"82%, ветер"
2020-02-21,9,570.503,577.9736927937544,3.0,4.0,"пасм, дождь",65% ветер
2020-02-21,10,608.081,609.2433533420699,3.0,4.0,"пасм, дождь",65% ветер
2020-02-21,11,619.673,620.3219416609339,3.0,4.0,"пасм, дождь",65% ветер
2020-02-21,12,619.251,616.2957278523271,6.3,6.0,пасмурно,17% ветер
2020-02-21,13,609.631,606.2001917376012,6.3,6.0,пасмурно,17% ветер
2020-02-21,14,610.752,603.2000324167318,6.3,6.0,пасмурно,17% ветер
2020-02-21,15,603.908,599.173818608125,5.8,6.0,пасмурно,п/обл
2020-02-21,16,595.79,593.130497682787,5.8,6.0,пасмурно,п/обл
2020-02-21,17,584.764,588.0312268904157,5.8,6.0,пасмурно,п/обл
2020-02-21,18,579.667,591.0313862112853,5.1,5.0,"пасм, дождь",п/обл
2020-02-21,19,606.429,617.032766992154,5.1,5.0,"пасм, дождь",п/обл
2020-02-21,20,605.615,612.0325014573715,5.1,5.0,"пасм, дождь",п/обл
2020-02-21,21,588.596,595.0315986391112,4.3,5.0,пасмурно,п/обл
2020-02-21,22,571.347,576.030589606938,4.3,5.0,пасмурно,п/обл
2020-02-21,23,541.158,542.0287839704173,4.3,5.0,пасмурно,п/обл
2020-02-22,0,498.868,496.00000000000006,3.2,4.0,пасмурно,"пасм, 14%"
2020-02-22,1,459.716,458.00000000000006,3.2,4.0,пасмурно,"пасм, 14%"
2020-02-22,2,435.174,435.0,3.2,4.0,пасмурно,"пасм, 14%"
2020-02-22,3,422.355,423.0,3.1,4.0,пасмурно,"пасм, 24%"
2020-02-22,4,415.085,417.0,3.1,4.0,пасмурно,"пасм, 24%"
2020-02-22,5,412.321,417.0,3.1,4.0,пасмурно,"пасм, 24%"
2020-02-22,6,421.614,426.0,3.2,4.0,пасмурно,"пасм, 41%, ветер"
2020-02-22,7,442.686,450.0,3.2,4.0,пасмурно,"пасм, 41%, ветер"
2020-02-22,8,467.023,485.0,3.2,4.0,пасмурно,"пасм, 41%, ветер"
2020-02-22,9,511.16,522.0,5.0,5.0,"пасм, ветер","пасм, 56%, ветер"
2020-02-22,10,555.112,565.0,5.0,5.0,"пасм, ветер","пасм, 56%, ветер"
2020-02-22,11,575.845,586.0,5.0,5.0,"пасм, ветер","пасм, 56%, ветер"
2020-02-22,12,582.81,592.0,5.6,6.0,"пасм, ветер","пасм, 49%, ветер"
2020-02-22,13,578.907,588.0,5.6,6.0,"пасм, ветер","пасм, 49%, ветер"
2020-02-22,14,578.292,584.0,5.6,6.0,"пасм, ветер","пасм, 49%, ветер"
2020-02-22,15,574.143,581.0,6.3,7.0,"пасм, дождь, ветер","51%, ветер"
2020-02-22,16,569.73,579.0,6.3,7.0,"пасм, дождь, ветер","51%, ветер"
2020-02-22,17,569.527,580.0,6.3,7.0,"пасм, дождь, ветер","51%, ветер"
2020-02-22,18,575.902,594.0,7.4,7.0,"пасм, дождь, ветер",69% ветер
2020-02-22,19,594.779,616.0,7.4,7.0,"пасм, дождь, ветер",69% ветер
2020-02-22,20,585.971,610.0,7.4,7.0,"пасм, дождь, ветер",69% ветер
2020-02-22,21,569.804,592.0,6.9,6.0,"пасм, ветер",65% ветер
2020-02-22,22,551.381,571.0,6.9,6.0,"пасм, ветер",65% ветер
2020-02-22,23,522.91,539.0,6.9,6.0,"пасм, ветер",65% ветер
2020-02-23,0,485.139,495.86262078963523,6.5,5.0,"ветер, дождь","ветер, 59%"
2020-02-23,1,449.257,457.50155563483435,6.5,5.0,"ветер, дождь","ветер, 59%"
2020-02-23,2,423.626,432.19353345413174,6.5,5.0,"ветер, дождь","ветер, 59%"
2020-02-23,3,409.96,419.36850869931743,5.2,4.0,"ветер, дождь","ветер, 41%"
2020-02-23,4,401.64,412.2239378284197,5.2,4.0,"ветер, дождь","ветер, 41%"
2020-02-23,5,401.473,410.0737660237682,5.2,4.0,"ветер, дождь","ветер, 41%"
2020-02-23,6,405.931,417.033322111475,5.4,4.0,"ветер, дождь","ветер, 30%"
2020-02-23,7,424.757,435.0347604759992,5.4,4.0,"ветер, дождь","ветер, 30%"
2020-02-23,8,441.729,460.0367582045048,5.4,4.0,"ветер, дождь","ветер, 30%"
