;time;target;temp;weather;wind;day;month;year;weekday;type_day;prev_day;prev_hour
6114;18;437.166;16.7;1009;0;12;9;2019;3;0;430.941;446.522
6115;19;438.936;16.7;1009;0;12;9;2019;3;0;426.923;437.166
6116;20;458.973;16.7;1009;0;12;9;2019;3;0;450.058;438.936
6117;21;462.874;14.2;1009;0;12;9;2019;3;0;460.564;458.973
6118;22;438.959;14.2;1009;0;12;9;2019;3;0;438.715;462.874
6119;23;404.353;14.2;1009;0;12;9;2019;3;0;402.522;438.959
6120;0;358.825;14.8;1009;0;13;9;2019;4;0;357.847;404.353
6121;1;326.845;14.8;1009;0;13;9;2019;4;0;323.489;358.825
6122;2;307.17;14.8;1009;0;13;9;2019;4;0;303.449;326.845
6123;3;298.014;13.2;1009;0;13;9;2019;4;0;295.271;307.17
6124;4;292.778;13.2;1009;0;13;9;2019;4;0;289.537;298.014
6125;5;293.694;13.2;1009;0;13;9;2019;4;0;291.262;292.778
6126;6;303.768;14.9;1009;0;13;9;2019;4;0;303.33;293.694
6127;7;336.22;14.9;1009;0;13;9;2019;4;0;333.733;303.768
6128;8;384.214;14.9;1009;0;13;9;2019;4;0;381.594;336.22
6129;9;425.099;17.3;1009;0;13;9;2019;4;0;424.334;384.214
6130;10;451.155;17.3;1189;0;13;9;2019;4;0;450.249;425.099
6131;11;460.407;17.3;1189;0;13;9;2019;4;0;454.746;451.155
6132;12;460.573;18.0;1189;0;13;9;2019;4;0;452.319;460.407
6133;13;453.814;18.0;1189;0;13;9;2019;4;0;443.137;460.573
6134;14;459.945;18.0;1006;0;13;9;2019;4;0;447.499;453.814
6135;15;463.023;17.1;1003;3;13;9;2019;4;0;447.898;459.945
6136;16;455.401;17.1;1003;3;13;9;2019;4;0;449.885;463.023
6137;17;446.497;17.1;1003;3;13;9;2019;4;0;446.522;455.401
6138;18;435.766;14.8;1189;3;13;9;2019;4;0;437.166;446.497
6139;19;432.392;14.8;1189;3;13;9;2019;4;0;438.936;435.766
6140;20;452.35;14.8;1189;3;13;9;2019;4;0;458.973;432.392
6141;21;455.666;14.2;1189;3;13;9;2019;4;0;462.874;452.35
6142;22;434.564;14.2;1189;3;13;9;2019;4;0;438.959;455.666
6143;23;407.051;14.2;1189;3;13;9;2019;4;0;404.353;434.564
6144;0;368.159;12.4;1003;3;14;9;2019;5;1;358.825;407.051
6145;1;334.513;12.4;1003;3;14;9;2019;5;1;326.845;368.159
6146;2;313.635;12.4;1003;3;14;9;2019;5;1;307.17;334.513
6147;3;301.476;10.8;1003;3;14;9;2019;5;1;298.014;313.635
6148;4;295.939;10.8;1003;3;14;9;2019;5;1;292.778;301.476
6149;5;292.985;10.8;1003;3;14;9;2019;5;1;293.694;295.939
6150;6;296.376;14.4;1003;3;14;9;2019;5;1;303.768;292.985
6151;7;304.573;14.4;1003;3;14;9;2019;5;1;336.22;296.376
6152;8;341.772;14.4;1003;3;14;9;2019;5;1;384.214;304.573
6153;9;390.14;17.4;1003;3;14;9;2019;5;1;425.099;341.772
6154;10;420.649;17.4;1003;3;14;9;2019;5;1;451.155;390.14
6155;11;433.679;17.4;1003;3;14;9;2019;5;1;460.407;420.649
6156;12;433.321;17.8;1003;3;14;9;2019;5;1;460.573;433.679
6157;13;426.714;17.8;1003;3;14;9;2019;5;1;453.814;433.321
6158;14;421.887;17.8;1003;3;14;9;2019;5;1;459.945;426.714
6159;15;415.447;15.9;1003;3;14;9;2019;5;1;463.023;421.887
6160;16;413.527;15.9;1003;3;14;9;2019;5;1;455.401;415.447
6161;17;413.45;15.9;1003;3;14;9;2019;5;1;446.497;413.527
6162;18;413.373;13.3;1003;3;14;9;2019;5;1;435.766;413.45
6163;19;415.651;13.3;1003;3;14;9;2019;5;1;432.392;413.373
6164;20;441.367;13.3;1003;3;14;9;2019;5;1;452.35;415.651
6165;21;444.383;13.3;1003;3;14;9;2019;5;1;455.666;441.367
6166;22;424.647;13.3;1189;0;14;9;2019;5;1;434.564;444.383
6167;23;397.469;13.3;1189;0;14;9;2019;5;1;407.051;424.647
6168;0;367.147;12.9;1189;0;15;9;2019;6;1;368.159;397.469
6169;1;342.428;12.9;1189;0;15;9;2019;6;1;334.513;367.147
6170;2;321.348;12.9;1189;0;15;9;2019;6;1;313.635;342.428
6171;3;310.208;10.2;1009;0;15;9;2019;6;1;301.476;321.348
6172;4;304.325;10.2;1009;0;15;9;2019;6;1;295.939;310.208
6173;5;301.624;10.2;1009;0;15;9;2019;6;1;292.985;304.325
6174;6;303.452;11.7;1009;3;15;9;2019;6;1;296.376;301.624
6175;7;304.321;11.7;1009;3;15;9;2019;6;1;304.573;303.452
6176;8;331.313;11.7;1009;3;15;9;2019;6;1;341.772;304.321
6177;9;375.615;16.0;1009;3;15;9;2019;6;1;390.14;331.313
6178;10;410.227;16.0;1009;3;15;9;2019;6;1;420.649;375.615
6179;11;427.256;16.0;1009;3;15;9;2019;6;1;433.679;410.227
6180;12;430.341;18.3;1009;3;15;9;2019;6;1;433.321;427.256
6181;13;426.434;18.3;1009;3;15;9;2019;6;1;426.714;430.341
6182;14;423.636;18.3;1009;3;15;9;2019;6;1;421.887;426.434
6183;15;419.913;15.1;1189;3;15;9;2019;6;1;415.447;423.636
6184;16;423.921;15.1;1189;3;15;9;2019;6;1;413.527;419.913
6185;17;430.369;15.1;1189;3;15;9;2019;6;1;413.45;423.921
6186;18;442.339;16.0;1189;3;15;9;2019;6;1;413.373;430.369
6187;19;452.557;16.0;1189;3;15;9;2019;6;1;415.651;442.339
6188;20;471.796;16.0;1189;3;15;9;2019;6;1;441.367;452.557
6189;21;467.141;15.6;1189;3;15;9;2019;6;1;444.383;471.796
6190;22;445.125;15.6;1189;3;15;9;2019;6;1;424.647;467.141
6191;23;407.083;15.6;1189;3;15;9;2019;6;1;397.469;445.125
6192;0;362.44;14.2;1189;0;16;9;2019;0;0;367.147;407.083
6193;1;326.003;14.2;1189;0;16;9;2019;0;0;342.428;362.44
6194;2;306.17;14.2;1189;0;16;9;2019;0;0;321.348;326.003
6195;3;297.419;14.0;1189;0;16;9;2019;0;0;310.208;306.17
6196;4;293.154;14.0;1189;0;16;9;2019;0;0;304.325;297.419
6197;5;295.211;14.0;1189;0;16;9;2019;0;0;301.624;293.154
6198;6;309.872;14.0;1009;3;16;9;2019;0;0;303.452;295.211
6199;7;344.407;14.0;1009;3;16;9;2019;0;0;304.321;309.872
6200;8;394.123;14.0;1009;3;16;9;2019;0;0;331.313;344.407
6201;9;435.656;15.6;1003;0;16;9;2019;0;0;375.615;394.123
6202;10;462.261;15.6;1003;0;16;9;2019;0;0;410.227;435.656
6203;11;471.044;15.6;1003;0;16;9;2019;0;0;427.256;462.261
6204;12;468.643;14.5;1243;0;16;9;2019;0;0;430.341;471.044
6205;13;460.739;14.5;1243;0;16;9;2019;0;0;426.434;468.643
6206;14;465.686;14.5;1243;0;16;9;2019;0;0;423.636;460.739
6207;15;463.845;15.0;1243;0;16;9;2019;0;0;419.913;465.686
6208;16;462.391;15.0;1243;0;16;9;2019;0;0;423.921;463.845
6209;17;458.174;15.0;1243;0;16;9;2019;0;0;430.369;462.391
6210;18;455.322;11.9;1243;0;16;9;2019;0;0;442.339;458.174
6211;19;463.951;11.9;1243;0;16;9;2019;0;0;452.557;455.322
6212;20;488.401;11.9;1243;0;16;9;2019;0;0;471.796;463.951
6213;21;482.767;12.3;1246;0;16;9;2019;0;0;467.141;488.401
6214;22;457.88;12.3;1246;0;16;9;2019;0;0;445.125;482.767
6215;23;417.614;12.3;1246;0;16;9;2019;0;0;407.083;457.88
6216;0;371.319;11.4;1000;0;17;9;2019;1;0;362.44;417.614
6217;1;337.925;11.4;1000;0;17;9;2019;1;0;326.003;371.319
6218;2;319.33;11.4;1000;0;17;9;2019;1;0;306.17;337.925
6219;3;309.411;8.7;1000;0;17;9;2019;1;0;297.419;319.33
6220;4;304.513;8.7;1000;0;17;9;2019;1;0;293.154;309.411
6221;5;306.203;8.7;1000;0;17;9;2019;1;0;295.211;304.513
6222;6;317.496;10.5;1243;0;17;9;2019;1;0;309.872;306.203
6223;7;352.606;10.5;1243;0;17;9;2019;1;0;344.407;317.496
6224;8;405.098;10.5;1243;0;17;9;2019;1;0;394.123;352.606
6225;9;458.273;10.2;1243;0;17;9;2019;1;0;435.656;405.098
6226;10;492.688;10.2;1243;0;17;9;2019;1;0;462.261;458.273
6227;11;500.899;10.2;1243;0;17;9;2019;1;0;471.044;492.688
6228;12;503.043;8.7;1243;0;17;9;2019;1;0;468.643;500.899
6229;13;497.832;8.7;1243;0;17;9;2019;1;0;460.739;503.043
6230;14;505.03;8.7;1243;0;17;9;2019;1;0;465.686;497.832
6231;15;516.477;8.7;1243;0;17;9;2019;1;0;463.845;505.03
6232;16;511.793;8.7;1243;0;17;9;2019;1;0;462.391;516.477
6233;17;509.432;8.7;1243;0;17;9;2019;1;0;458.174;511.793
6234;18;496.653;8.7;1243;0;17;9;2019;1;0;455.322;509.432
6235;19;496.381;8.7;1243;0;17;9;2019;1;0;463.951;496.653
6236;20;514.336;8.7;1243;0;17;9;2019;1;0;488.401;496.381
6237;21;506.627;7.3;1243;0;17;9;2019;1;0;482.767;514.336
6238;22;481.668;7.3;1243;0;17;9;2019;1;0;457.88;506.627
6239;23;442.808;7.3;1243;0;17;9;2019;1;0;417.614;481.668
6240;0;395.646;7.0;1243;0;18;9;2019;2;0;371.319;442.808
6241;1;359.096;7.0;1243;0;18;9;2019;2;0;337.925;395.646
6242;2;338.679;7.0;1243;0;18;9;2019;2;0;319.33;359.096
6243;3;329.324;8.8;1243;0;18;9;2019;2;0;309.411;338.679
6244;4;323.329;8.8;1243;0;18;9;2019;2;0;304.513;329.324
6245;5;324.606;8.8;1243;0;18;9;2019;2;0;306.203;323.329
6246;6;339.15;8.5;1243;0;18;9;2019;2;0;317.496;324.606
6247;7;379.2;8.5;1243;0;18;9;2019;2;0;352.606;339.15
6248;8;433.501;8.5;1243;0;18;9;2019;2;0;405.098;379.2
6249;9;479.386;10.7;1243;0;18;9;2019;2;0;458.273;433.501
6250;10;505.325;10.7;1243;0;18;9;2019;2;0;492.688;479.386
6251;11;510.187;10.7;1243;0;18;9;2019;2;0;500.899;505.325
6252;12;506.225;13.1;1243;0;18;9;2019;2;0;503.043;510.187
6253;13;499.338;13.1;1243;0;18;9;2019;2;0;497.832;506.225
6254;14;496.219;13.1;1243;0;18;9;2019;2;0;505.03;499.338
6255;15;498.793;12.1;1186;0;18;9;2019;2;0;516.477;496.219
6256;16;496.223;12.1;1186;0;18;9;2019;2;0;511.793;498.793
6257;17;489.177;12.1;1186;0;18;9;2019;2;0;509.432;496.223
6258;18;485.543;10.5;1186;0;18;9;2019;2;0;496.653;489.177
6259;19;492.796;10.5;1186;0;18;9;2019;2;0;496.381;485.543
6260;20;515.979;10.5;1186;0;18;9;2019;2;0;514.336;492.796
6261;21;508.709;10.0;1186;0;18;9;2019;2;0;506.627;515.979
6262;22;483.511;10.0;1186;0;18;9;2019;2;0;481.668;508.709
6263;23;445.654;10.0;1264;0;18;9;2019;2;0;442.808;483.511
6264;0;399.679;7.1;1243;0;19;9;2019;3;0;395.646;445.654
6265;1;362.491;7.1;1243;0;19;9;2019;3;0;359.096;399.679
6266;2;343.326;7.1;1243;0;19;9;2019;3;0;338.679;362.491
6267;3;332.29;8.1;1243;0;19;9;2019;3;0;329.324;343.326
6268;4;327.065;8.1;1243;0;19;9;2019;3;0;323.329;332.29
6269;5;329.625;8.1;1243;0;19;9;2019;3;0;324.606;327.065
6270;6;343.837;8.5;1243;0;19;9;2019;3;0;339.15;329.625
6271;7;378.303;8.5;1243;0;19;9;2019;3;0;379.2;343.837
6272;8;428.318;8.5;1243;0;19;9;2019;3;0;433.501;378.303
6273;9;472.778;14.8;1003;0;19;9;2019;3;0;479.386;428.318
6274;10;495.699;14.8;1003;0;19;9;2019;3;0;505.325;472.778
6275;11;498.701;14.8;1003;0;19;9;2019;3;0;510.187;495.699
6276;12;494.943;12.0;1264;0;19;9;2019;3;0;506.225;498.701
6277;13;487.262;12.0;1264;0;19;9;2019;3;0;499.338;494.943
6278;14;497.533;12.0;1003;0;19;9;2019;3;0;496.219;487.262
6279;15;493.595;12.1;1003;0;19;9;2019;3;0;498.793;497.533
6280;16;488.771;12.1;1003;0;19;9;2019;3;0;496.223;493.595
6281;17;485.937;12.1;1243;0;19;9;2019;3;0;489.177;488.771
6282;18;479.003;10.2;1003;0;19;9;2019;3;0;485.543;485.937
6283;19;490.533;10.2;1003;0;19;9;2019;3;0;492.796;479.003
6284;20;520.274;10.2;1003;0;19;9;2019;3;0;515.979;490.533
6285;21;514.045;8.2;1003;0;19;9;2019;3;0;508.709;520.274
6286;22;492.854;8.2;1003;0;19;9;2019;3;0;483.511;514.045
6287;23;454.124;8.2;1003;0;19;9;2019;3;0;445.654;492.854
6288;0;405.304;6.5;1003;0;20;9;2019;4;0;399.679;454.124
6289;1;368.25;6.5;1003;0;20;9;2019;4;0;362.491;405.304
6290;2;347.495;6.5;1003;0;20;9;2019;4;0;343.326;368.25
6291;3;337.472;3.6;1003;0;20;9;2019;4;0;332.29;347.495
6292;4;333.324;3.6;1003;0;20;9;2019;4;0;327.065;337.472
6293;5;333.474;3.6;1003;0;20;9;2019;4;0;329.625;333.324
6294;6;346.688;5.1;1006;0;20;9;2019;4;0;343.837;333.474
6295;7;382.266;5.1;1006;0;20;9;2019;4;0;378.303;346.688
6296;8;432.796;5.1;1243;0;20;9;2019;4;0;428.318;382.266
6297;9;476.36;11.9;1006;0;20;9;2019;4;0;472.778;432.796
6298;10;501.903;11.9;1006;0;20;9;2019;4;0;495.699;476.36
6299;11;505.351;11.9;1006;0;20;9;2019;4;0;498.701;501.903
6300;12;498.479;14.2;1003;0;20;9;2019;4;0;494.943;505.351
6301;13;488.572;14.2;1003;0;20;9;2019;4;0;487.262;498.479
6302;14;489.215;14.2;1003;0;20;9;2019;4;0;497.533;488.572
6303;15;487.292;12.4;1003;0;20;9;2019;4;0;493.595;489.215
6304;16;485.161;12.4;1003;0;20;9;2019;4;0;488.771;487.292
6305;17;480.271;12.4;1003;0;20;9;2019;4;0;485.937;485.161
6306;18;476.587;9.7;1003;0;20;9;2019;4;0;479.003;480.271
6307;19;490.06;9.7;1003;0;20;9;2019;4;0;490.533;476.587
6308;20;519.077;9.7;1003;0;20;9;2019;4;0;520.274;490.06
6309;21;510.426;10.0;1189;0;20;9;2019;4;0;514.045;519.077
6310;22;490.195;10.0;1189;0;20;9;2019;4;0;492.854;510.426
6311;23;454.62;10.0;1189;0;20;9;2019;4;0;454.124;490.195
6312;0;411.896;10.1;1189;0;21;9;2019;5;1;405.304;454.62
6313;1;376.72;10.1;1189;0;21;9;2019;5;1;368.25;411.896
6314;2;353.86;10.1;1189;0;21;9;2019;5;1;347.495;376.72
6315;3;342.695;11.4;1189;0;21;9;2019;5;1;337.472;353.86
6316;4;335.751;11.4;1189;0;21;9;2019;5;1;333.324;342.695
6317;5;333.351;11.4;1189;0;21;9;2019;5;1;333.474;335.751
6318;6;339.742;13.0;1006;0;21;9;2019;5;1;346.688;333.351
6319;7;352.176;13.0;1006;0;21;9;2019;5;1;382.266;339.742
6320;8;385.258;13.0;1006;0;21;9;2019;5;1;432.796;352.176
6321;9;431.743;14.9;1006;0;21;9;2019;5;1;476.36;385.258
6322;10;465.991;14.9;1006;0;21;9;2019;5;1;501.903;431.743
6323;11;480.165;14.9;1006;0;21;9;2019;5;1;505.351;465.991
6324;12;480.198;15.7;1006;0;21;9;2019;5;1;498.479;480.165
6325;13;471.747;15.7;1006;0;21;9;2019;5;1;488.572;480.198
6326;14;467.922;15.7;1006;0;21;9;2019;5;1;489.215;471.747
6327;15;465.015;15.1;1006;0;21;9;2019;5;1;487.292;467.922
6328;16;464.065;15.1;1006;0;21;9;2019;5;1;485.161;465.015
6329;17;467.916;15.1;1006;0;21;9;2019;5;1;480.271;464.065
6330;18;476.694;13.9;1006;0;21;9;2019;5;1;476.587;467.916
6331;19;488.379;13.9;1006;0;21;9;2019;5;1;490.06;476.694
6332;20;505.744;13.9;1006;0;21;9;2019;5;1;519.077;488.379
6333;21;494.141;11.2;1006;0;21;9;2019;5;1;510.426;505.744
6334;22;473.575;11.2;1006;0;21;9;2019;5;1;490.195;494.141
6335;23;440.434;11.2;1006;0;21;9;2019;5;1;454.62;473.575
6336;0;399.633;12.0;1006;0;22;9;2019;6;1;411.896;440.434
6337;1;367.758;12.0;1006;0;22;9;2019;6;1;376.72;399.633
6338;2;345.314;12.0;1006;0;22;9;2019;6;1;353.86;367.758
6339;3;332.806;12.9;1006;0;22;9;2019;6;1;342.695;345.314
6340;4;325.531;12.9;1006;0;22;9;2019;6;1;335.751;332.806
6341;5;321.179;12.9;1006;0;22;9;2019;6;1;333.351;325.531
6342;6;325.63;12.8;1006;0;22;9;2019;6;1;339.742;321.179
6343;7;333.53;12.8;1006;0;22;9;2019;6;1;352.176;325.63
6344;8;360.862;12.8;1006;0;22;9;2019;6;1;385.258;333.53
6345;9;405.072;13.5;1006;0;22;9;2019;6;1;431.743;360.862
6346;10;442.889;13.5;1006;0;22;9;2019;6;1;465.991;405.072
6347;11;462.68;13.5;1006;0;22;9;2019;6;1;480.165;442.889
6348;12;462.347;13.5;1006;0;22;9;2019;6;1;480.198;462.68
6349;13;459.034;13.5;1006;0;22;9;2019;6;1;471.747;462.347
6350;14;456.298;13.5;1006;0;22;9;2019;6;1;467.922;459.034
6351;15;453.278;14.8;1003;0;22;9;2019;6;1;465.015;456.298
6352;16;452.979;14.8;1003;0;22;9;2019;6;1;464.065;453.278
6353;17;453.481;14.8;1003;0;22;9;2019;6;1;467.916;452.979
6354;18;461.105;14.0;1006;0;22;9;2019;6;1;476.694;453.481
6355;19;480.366;14.0;1006;0;22;9;2019;6;1;488.379;461.105
6356;20;508.816;14.0;1006;0;22;9;2019;6;1;505.744;480.366
6357;21;503.402;9.4;1006;0;22;9;2019;6;1;494.141;508.816
6358;22;481.711;9.4;1006;0;22;9;2019;6;1;473.575;503.402
6359;23;438.767;9.4;1006;0;22;9;2019;6;1;440.434;481.711
6360;0;389.718;7.1;1006;0;23;9;2019;0;0;399.633;438.767
6361;1;354.23;7.1;1006;0;23;9;2019;0;0;367.758;389.718
6362;2;333.833;7.1;1006;0;23;9;2019;0;0;345.314;354.23
6363;3;324.415;4.5;1006;0;23;9;2019;0;0;332.806;333.833
6364;4;316.468;4.5;1006;0;23;9;2019;0;0;325.531;324.415
6365;5;318.693;4.5;1006;0;23;9;2019;0;0;321.179;316.468
6366;6;334.215;5.2;1003;0;23;9;2019;0;0;325.63;318.693
6367;7;370.795;5.2;1003;0;23;9;2019;0;0;333.53;334.215
6368;8;424.408;5.2;1003;0;23;9;2019;0;0;360.862;370.795
6369;9;471.656;10.5;1003;0;23;9;2019;0;0;405.072;424.408
6370;10;501.224;10.5;1003;0;23;9;2019;0;0;442.889;471.656
6371;11;506.574;10.5;1003;0;23;9;2019;0;0;462.68;501.224
6372;12;501.967;13.1;1003;0;23;9;2019;0;0;462.347;506.574
6373;13;490.205;13.1;1003;0;23;9;2019;0;0;459.034;501.967
6374;14;489.338;13.1;1003;0;23;9;2019;0;0;456.298;490.205
6375;15;486.048;12.7;1003;0;23;9;2019;0;0;453.278;489.338
6376;16;483.216;12.7;1003;0;23;9;2019;0;0;452.979;486.048
6377;17;479.029;12.7;1003;0;23;9;2019;0;0;453.481;483.216
6378;18;475.579;7.7;1000;0;23;9;2019;0;0;461.105;479.029
6379;19;490.207;7.7;1000;0;23;9;2019;0;0;480.366;475.579
6380;20;526.775;7.7;1000;0;23;9;2019;0;0;508.816;490.207
6381;21;519.642;4.3;1000;0;23;9;2019;0;0;503.402;526.775
6382;22;496.839;4.3;1000;0;23;9;2019;0;0;481.711;519.642
6383;23;457.993;4.3;1000;0;23;9;2019;0;0;438.767;496.839
6384;0;408.277;2.5;1000;0;24;9;2019;1;0;389.718;457.993
6385;1;371.128;2.5;1000;0;24;9;2019;1;0;354.23;408.277
6386;2;352.384;2.5;1000;0;24;9;2019;1;0;333.833;371.128
6387;3;342.352;1.2;1000;0;24;9;2019;1;0;324.415;352.384
6388;4;335.688;1.2;1000;0;24;9;2019;1;0;316.468;342.352
6389;5;339.479;1.2;1000;0;24;9;2019;1;0;318.693;335.688
6390;6;355.095;4.7;1006;0;24;9;2019;1;0;334.215;339.479
6391;7;393.744;4.7;1006;0;24;9;2019;1;0;370.795;355.095
6392;8;443.567;4.7;1006;0;24;9;2019;1;0;424.408;393.744
6393;9;487.641;11.1;1000;0;24;9;2019;1;0;471.656;443.567
6394;10;516.091;11.1;1000;0;24;9;2019;1;0;501.224;487.641
6395;11;518.127;11.1;1000;0;24;9;2019;1;0;506.574;516.091
6396;12;511.043;14.5;1000;0;24;9;2019;1;0;501.967;518.127
6397;13;496.643;14.5;1000;0;24;9;2019;1;0;490.205;511.043
6398;14;496.944;14.5;1000;0;24;9;2019;1;0;489.338;496.643
6399;15;492.963;13.7;1000;0;24;9;2019;1;0;486.048;496.944
6400;16;489.288;13.7;1000;0;24;9;2019;1;0;483.216;492.963
6401;17;482.648;13.7;1000;0;24;9;2019;1;0;479.029;489.288
6402;18;479.367;8.7;1000;0;24;9;2019;1;0;475.579;482.648
6403;19;497.725;8.7;1000;0;24;9;2019;1;0;490.207;479.367
6404;20;531.128;8.7;1000;0;24;9;2019;1;0;526.775;497.725
6405;21;524.806;6.8;1000;0;24;9;2019;1;0;519.642;531.128
6406;22;505.151;6.8;1000;0;24;9;2019;1;0;496.839;524.806
6407;23;464.251;6.8;1000;0;24;9;2019;1;0;457.993;505.151
6408;0;413.479;6.3;1009;0;25;9;2019;2;0;408.277;464.251
6409;1;374.405;6.3;1009;0;25;9;2019;2;0;371.128;413.479
6410;2;354.952;6.3;1009;0;25;9;2019;2;0;352.384;374.405
6411;3;346.354;7.0;1009;0;25;9;2019;2;0;342.352;354.952
6412;4;339.791;7.0;1009;0;25;9;2019;2;0;335.688;346.354
6413;5;341.623;7.0;1009;0;25;9;2019;2;0;339.479;339.791
6414;6;356.961;7.8;1009;0;25;9;2019;2;0;355.095;341.623
6415;7;396.193;7.8;1009;0;25;9;2019;2;0;393.744;356.961
6416;8;447.742;7.8;1009;0;25;9;2019;2;0;443.567;396.193
6417;9;492.423;10.7;1009;0;25;9;2019;2;0;487.641;447.742
6418;10;519.41;10.7;1009;0;25;9;2019;2;0;516.091;492.423
6419;11;526.685;10.7;1009;0;25;9;2019;2;0;518.127;519.41
6420;12;522.211;14.4;1003;0;25;9;2019;2;0;511.043;526.685
6421;13;508.924;14.4;1003;0;25;9;2019;2;0;496.643;522.211
6422;14;510.485;14.4;1003;0;25;9;2019;2;0;496.944;508.924
6423;15;507.634;14.1;1003;0;25;9;2019;2;0;492.963;510.485
6424;16;499.263;14.1;1003;0;25;9;2019;2;0;489.288;507.634
6425;17;495.659;14.1;1003;0;25;9;2019;2;0;482.648;499.263
6426;18;489.545;9.1;1003;0;25;9;2019;2;0;479.367;495.659
6427;19;511.79;9.1;1003;0;25;9;2019;2;0;497.725;489.545
6428;20;538.307;9.1;1003;0;25;9;2019;2;0;531.128;511.79
6429;21;524.729;5.8;1003;0;25;9;2019;2;0;524.806;538.307
6430;22;502.813;5.8;1003;0;25;9;2019;2;0;505.151;524.729
6431;23;463.469;5.8;1003;0;25;9;2019;2;0;464.251;502.813
6432;0;418.414;6.9;1030;0;26;9;2019;3;0;413.479;463.469
6433;1;379.284;6.9;1030;0;26;9;2019;3;0;374.405;418.414
6434;2;356.082;6.9;1030;0;26;9;2019;3;0;354.952;379.284
6435;3;345.403;6.0;1030;0;26;9;2019;3;0;346.354;356.082
6436;4;340.187;6.0;1030;0;26;9;2019;3;0;339.791;345.403
6437;5;342.12;6.0;1030;0;26;9;2019;3;0;341.623;340.187
6438;6;358.142;5.9;1030;0;26;9;2019;3;0;356.961;342.12
6439;7;394.075;5.9;1030;0;26;9;2019;3;0;396.193;358.142
6440;8;442.615;5.9;1030;0;26;9;2019;3;0;447.742;394.075
6441;9;485.863;13.3;1000;0;26;9;2019;3;0;492.423;442.615
6442;10;509.506;13.3;1000;0;26;9;2019;3;0;519.41;485.863
6443;11;514.869;13.3;1000;0;26;9;2019;3;0;526.685;509.506
6444;12;507.604;17.7;1000;0;26;9;2019;3;0;522.211;514.869
6445;13;495.073;17.7;1000;0;26;9;2019;3;0;508.924;507.604
6446;14;493.16;17.7;1000;0;26;9;2019;3;0;510.485;495.073
6447;15;488.016;17.3;1000;0;26;9;2019;3;0;507.634;493.16
6448;16;487.645;17.3;1000;0;26;9;2019;3;0;499.263;488.016
6449;17;479.581;17.3;1000;0;26;9;2019;3;0;495.659;487.645
6450;18;472.913;10.5;1000;0;26;9;2019;3;0;489.545;479.581
6451;19;494.359;10.5;1000;0;26;9;2019;3;0;511.79;472.913
6452;20;528.076;10.5;1000;0;26;9;2019;3;0;538.307;494.359
6453;21;519.921;8.5;1000;0;26;9;2019;3;0;524.729;528.076
6454;22;498.366;8.5;1000;0;26;9;2019;3;0;502.813;519.921
6455;23;458.323;8.5;1000;0;26;9;2019;3;0;463.469;498.366
6456;0;412.23;7.4;1000;0;27;9;2019;4;0;418.414;458.323
6457;1;375.086;7.4;1000;0;27;9;2019;4;0;379.284;412.23
6458;2;353.044;7.4;1000;0;27;9;2019;4;0;356.082;375.086
6459;3;342.884;5.7;1000;0;27;9;2019;4;0;345.403;353.044
6460;4;336.022;5.7;1000;0;27;9;2019;4;0;340.187;342.884
6461;5;336.562;5.7;1000;0;27;9;2019;4;0;342.12;336.022
6462;6;352.519;8.6;1000;0;27;9;2019;4;0;358.142;336.562
6463;7;390.106;8.6;1000;0;27;9;2019;4;0;394.075;352.519
6464;8;433.737;8.6;1000;0;27;9;2019;4;0;442.615;390.106
6465;9;473.629;17.0;1000;0;27;9;2019;4;0;485.863;433.737
6466;10;496.168;17.0;1000;0;27;9;2019;4;0;509.506;473.629
6467;11;501.899;17.0;1000;0;27;9;2019;4;0;514.869;496.168
6468;12;495.672;18.3;1000;0;27;9;2019;4;0;507.604;501.899
6469;13;483.063;18.3;1000;0;27;9;2019;4;0;495.073;495.672
6470;14;482.774;18.3;1000;0;27;9;2019;4;0;493.16;483.063
6471;15;482.59;16.4;1000;0;27;9;2019;4;0;488.016;482.774
6472;16;479.734;16.4;1000;0;27;9;2019;4;0;487.645;482.59
6473;17;474.124;16.4;1000;0;27;9;2019;4;0;479.581;479.734
6474;18;473.156;13.7;1000;0;27;9;2019;4;0;472.913;474.124
6475;19;495.831;13.7;1000;0;27;9;2019;4;0;494.359;473.156
6476;20;517.343;13.7;1000;0;27;9;2019;4;0;528.076;495.831
6477;21;503.726;13.6;1009;0;27;9;2019;4;0;519.921;517.343
6478;22;484.518;13.6;1009;0;27;9;2019;4;0;498.366;503.726
6479;23;449.059;13.6;1009;0;27;9;2019;4;0;458.323;484.518
6480;0;408.449;12.7;1243;0;28;9;2019;5;1;412.23;449.059
6481;1;375.143;12.7;1243;0;28;9;2019;5;1;375.086;408.449
6482;2;354.738;12.7;1243;0;28;9;2019;5;1;353.044;375.143
6483;3;344.672;13.1;1243;0;28;9;2019;5;1;342.884;354.738
6484;4;339.328;13.1;1243;0;28;9;2019;5;1;336.022;344.672
6485;5;337.765;13.1;1243;0;28;9;2019;5;1;336.562;339.328
6486;6;345.443;14.2;1243;0;28;9;2019;5;1;352.519;337.765
6487;7;358.749;14.2;1009;0;28;9;2019;5;1;390.106;345.443
6488;8;386.379;14.2;1009;0;28;9;2019;5;1;433.737;358.749
6489;9;437.987;15.4;1009;0;28;9;2019;5;1;473.629;386.379
6490;10;471.679;15.4;1009;0;28;9;2019;5;1;496.168;437.987
