time;target;day;month;year
15;418.071;30;5;2020
16;410.915;30;5;2020
17;410.556;30;5;2020
18;410.206;30;5;2020
19;414.243;30;5;2020
20;415.435;30;5;2020
21;421.323;30;5;2020
22;430.332;30;5;2020
23;418.115;30;5;2020
0;379.115;31;5;2020
1;343.431;31;5;2020
2;317.722;31;5;2020
3;305.664;31;5;2020
4;291.796;31;5;2020
5;276.828;31;5;2020
6;281.242;31;5;2020
7;296.516;31;5;2020
8;318.768;31;5;2020
9;358.605;31;5;2020
10;391.883;31;5;2020
11;411.411;31;5;2020
12;411.294;31;5;2020
13;408.106;31;5;2020
14;403.136;31;5;2020
15;398.021;31;5;2020
16;394.357;31;5;2020
17;396.013;31;5;2020
18;395.863;31;5;2020
19;395.849;31;5;2020
20;394.09;31;5;2020
21;398.266;31;5;2020
22;418.367;31;5;2020
23;413.259;31;5;2020
0;368.41;1;6;2020
1;330.311;1;6;2020
2;306.761;1;6;2020
3;295.301;1;6;2020
4;281.028;1;6;2020
5;271.65;1;6;2020
6;280.641;1;6;2020
7;314.905;1;6;2020
8;354.994;1;6;2020
9;403.594;1;6;2020
10;435.721;1;6;2020
11;448.036;1;6;2020
12;448.856;1;6;2020
13;441.851;1;6;2020
14;442.514;1;6;2020
15;437.706;1;6;2020
16;434.666;1;6;2020
17;433.066;1;6;2020
18;424.252;1;6;2020
19;417.22;1;6;2020
20;413.994;1;6;2020
21;415.613;1;6;2020
22;433.438;1;6;2020
23;422.548;1;6;2020
0;378.93;2;6;2020
1;338.963;2;6;2020
2;313.632;2;6;2020
3;301.348;2;6;2020
4;288.229;2;6;2020
5;277.748;2;6;2020
6;286.331;2;6;2020
7;319.478;2;6;2020
8;360.713;2;6;2020
9;410.344;2;6;2020
10;438.66;2;6;2020
11;447.818;2;6;2020
12;447.097;2;6;2020
13;440.154;2;6;2020
14;442.58;2;6;2020
15;439.519;2;6;2020
16;439.516;2;6;2020
17;433.178;2;6;2020
18;427.581;2;6;2020
19;421.362;2;6;2020
20;414.657;2;6;2020
21;415.202;2;6;2020
22;432.956;2;6;2020
23;426.899;2;6;2020
0;383.326;3;6;2020
1;339.888;3;6;2020
2;314.111;3;6;2020
3;303.236;3;6;2020
4;289.767;3;6;2020
5;278.417;3;6;2020
6;287.545;3;6;2020
7;319.693;3;6;2020
8;362.033;3;6;2020
9;411.522;3;6;2020
10;442.258;3;6;2020
11;450.068;3;6;2020
12;450.886;3;6;2020
13;445.391;3;6;2020
14;446.48;3;6;2020
15;445.816;3;6;2020
16;445.667;3;6;2020
17;440.235;3;6;2020
18;431.466;3;6;2020
19;422.711;3;6;2020
20;415.085;3;6;2020
21;414.287;3;6;2020
22;430.978;3;6;2020
23;428.447;3;6;2020
0;386.859;4;6;2020
1;345.143;4;6;2020
2;320.411;4;6;2020
3;309.424;4;6;2020
4;294.363;4;6;2020
5;281.609;4;6;2020
6;277.965;4;6;2020
7;321.471;4;6;2020
8;363.256;4;6;2020
9;411.968;4;6;2020
10;440.302;4;6;2020
11;447.227;4;6;2020
12;452.861;4;6;2020
13;444.297;4;6;2020
14;446.221;4;6;2020
15;443.917;4;6;2020
16;441.962;4;6;2020
17;437.895;4;6;2020
18;433.25;4;6;2020
19;424.985;4;6;2020
20;417.825;4;6;2020
21;416.254;4;6;2020
22;428.034;4;6;2020
23;424.303;4;6;2020
0;379.839;5;6;2020
1;338.317;5;6;2020
2;315.228;5;6;2020
3;301.872;5;6;2020
4;285.448;5;6;2020
5;273.965;5;6;2020
6;283.571;5;6;2020
7;316.38;5;6;2020
8;356.762;5;6;2020
9;404.936;5;6;2020
10;434.015;5;6;2020
11;445.371;5;6;2020
12;448.398;5;6;2020
13;441.666;5;6;2020
14;446.911;5;6;2020
15;445.194;5;6;2020
16;449.849;5;6;2020
17;454.934;5;6;2020
18;462.915;5;6;2020
19;460.1;5;6;2020
20;444.374;5;6;2020
21;435.29;5;6;2020
22;441.5;5;6;2020
23;424.739;5;6;2020
0;384.396;6;6;2020
1;345.048;6;6;2020
2;319.456;6;6;2020
3;307.132;6;6;2020
4;294.473;6;6;2020
5;280.69;6;6;2020
6;282.961;6;6;2020
7;302.992;6;6;2020
8;332.738;6;6;2020
9;374.581;6;6;2020
10;406.506;6;6;2020
11;422.096;6;6;2020
12;425.98;6;6;2020
13;421.506;6;6;2020
14;417.82;6;6;2020
15;412.231;6;6;2020
16;408.802;6;6;2020
17;405.552;6;6;2020
18;403.978;6;6;2020
19;405.639;6;6;2020
20;406.495;6;6;2020
21;406.277;6;6;2020
22;413.266;6;6;2020
23;409.113;6;6;2020
0;374.176;7;6;2020
1;339.38;7;6;2020
2;316.318;7;6;2020
3;304.236;7;6;2020
4;280.664;7;6;2020
5;252.007;7;6;2020
6;239.634;7;6;2020
7;267.534;7;6;2020
8;315.636;7;6;2020
9;357.292;7;6;2020
10;389.245;7;6;2020
11;413.29;7;6;2020
12;418.414;7;6;2020
13;416.217;7;6;2020
14;412.95;7;6;2020
15;410.277;7;6;2020
16;408.792;7;6;2020
17;405.942;7;6;2020
18;406.259;7;6;2020
19;406.061;7;6;2020
20;407.436;7;6;2020
21;413.177;7;6;2020
22;420.941;7;6;2020
23;416.286;7;6;2020
0;371.073;8;6;2020
1;332.713;8;6;2020
2;311.626;8;6;2020
3;297.443;8;6;2020
4;286.834;8;6;2020
5;275.569;8;6;2020
6;264.821;8;6;2020
7;298.286;8;6;2020
8;355.687;8;6;2020
9;409.959;8;6;2020
10;440.358;8;6;2020
11;455.661;8;6;2020
12;461.567;8;6;2020
13;458.013;8;6;2020
14;459.318;8;6;2020
15;454.549;8;6;2020
16;459.837;8;6;2020
17;459.968;8;6;2020
18;453.585;8;6;2020
19;451.546;8;6;2020
20;446.165;8;6;2020
21;442.82;8;6;2020
22;447.804;8;6;2020
23;417.068;8;6;2020
0;350.214;9;6;2020
1;304.696;9;6;2020
2;282.209;9;6;2020
3;273.837;9;6;2020
4;260.449;9;6;2020
5;248.342;9;6;2020
6;247.764;9;6;2020
7;278.698;9;6;2020
8;319.11;9;6;2020
9;370.461;9;6;2020
10;399.123;9;6;2020
11;411.673;9;6;2020
12;411.289;9;6;2020
13;442.868;9;6;2020
14;453.406;9;6;2020
15;450.64;9;6;2020
16;452.514;9;6;2020
17;445.96;9;6;2020
18;439.065;9;6;2020
19;440.2;9;6;2020
20;435.904;9;6;2020
21;439.847;9;6;2020
22;447.679;9;6;2020
23;433.546;9;6;2020
0;388.634;10;6;2020
1;349.813;10;6;2020
2;325.364;10;6;2020
3;289.285;10;6;2020
4;260.117;10;6;2020
5;236.942;10;6;2020
6;236.964;10;6;2020
7;265.287;10;6;2020
8;328.455;10;6;2020
9;420.442;10;6;2020
10;450.956;10;6;2020
11;463.075;10;6;2020
12;464.44;10;6;2020
13;457.893;10;6;2020
14;459.691;10;6;2020
15;454.955;10;6;2020
16;454.746;10;6;2020
17;450.81;10;6;2020
18;443.729;10;6;2020
19;437.679;10;6;2020
20;425.701;10;6;2020
21;421.117;10;6;2020
22;435.219;10;6;2020
23;435.869;10;6;2020
0;395.395;11;6;2020
1;354.873;11;6;2020
2;328.895;11;6;2020
3;315.468;11;6;2020
4;299.535;11;6;2020
5;289.763;11;6;2020
6;296.725;11;6;2020
7;325.465;11;6;2020
8;364.845;11;6;2020
9;415.43;11;6;2020
10;447.578;11;6;2020
11;462.989;11;6;2020
12;467.183;11;6;2020
13;455.37;11;6;2020
14;449.434;11;6;2020
15;443.898;11;6;2020
16;451.393;11;6;2020
17;450.25;11;6;2020
18;443.871;11;6;2020
19;436.255;11;6;2020
20;422.488;11;6;2020
21;417.041;11;6;2020
22;428.452;11;6;2020
23;434.925;11;6;2020
0;394.462;12;6;2020
1;349.031;12;6;2020
2;321.501;12;6;2020
3;308.164;12;6;2020
4;290.593;12;6;2020
5;278.502;12;6;2020
6;283.262;12;6;2020
7;302.703;12;6;2020
8;335.635;12;6;2020
9;380.202;12;6;2020
10;420.053;12;6;2020
11;436.251;12;6;2020
12;432.841;12;6;2020
13;417.593;12;6;2020
14;396.698;12;6;2020
15;391.064;12;6;2020
16;388.646;12;6;2020
17;380.178;12;6;2020
18;360.663;12;6;2020
19;351.158;12;6;2020
20;344.651;12;6;2020
21;340.879;12;6;2020
22;350.77;12;6;2020
23;353.986;12;6;2020
0;317.277;13;6;2020
1;281.59;13;6;2020
2;254.427;13;6;2020
3;241.609;13;6;2020
4;224.229;13;6;2020
5;212.773;13;6;2020
6;215.853;13;6;2020
7;232.909;13;6;2020
8;254.524;13;6;2020
9;298.585;13;6;2020
10;334.093;13;6;2020
11;353.585;13;6;2020
12;357.937;13;6;2020
13;351.261;13;6;2020
14;349.527;13;6;2020
15;347.88;13;6;2020
16;344.087;13;6;2020
17;340.278;13;6;2020
18;338.464;13;6;2020
19;333.866;13;6;2020
20;325.805;13;6;2020
21;322.752;13;6;2020
22;330.57;13;6;2020
23;337.15;13;6;2020
0;301.693;14;6;2020
1;266.48;14;6;2020
2;241.176;14;6;2020
3;226.731;14;6;2020
4;209.798;14;6;2020
5;198.982;14;6;2020
6;202.698;14;6;2020
7;223.383;14;6;2020
8;249.086;14;6;2020
9;293.16;14;6;2020
10;325.03;14;6;2020
11;343.751;14;6;2020
12;345.999;14;6;2020
13;344.29;14;6;2020
14;344.943;14;6;2020
15;341.467;14;6;2020
16;338.619;14;6;2020
17;338.266;14;6;2020
18;339.315;14;6;2020
19;343.139;14;6;2020
20;338.221;14;6;2020
21;339.713;14;6;2020
22;348.867;14;6;2020
23;343.854;14;6;2020
0;300.636;15;6;2020
1;264.835;15;6;2020
2;242.687;15;6;2020
3;230.373;15;6;2020
4;218.141;15;6;2020
5;207.881;15;6;2020
6;216.361;15;6;2020
7;248.943;15;6;2020
8;292.283;15;6;2020
9;340.664;15;6;2020
10;370.403;15;6;2020
11;384.999;15;6;2020
12;389.871;15;6;2020
13;381.028;15;6;2020
14;382.482;15;6;2020
15;379.963;15;6;2020
16;410.466;15;6;2020
17;432.124;15;6;2020
18;423.336;15;6;2020
19;419.684;15;6;2020
20;410.747;15;6;2020
21;409.92;15;6;2020
22;422.685;15;6;2020
23;414.701;15;6;2020
0;372.834;16;6;2020
1;329.819;16;6;2020
2;307.432;16;6;2020
3;297.023;16;6;2020
4;285.13;16;6;2020
5;273.741;16;6;2020
6;281.237;16;6;2020
7;312.282;16;6;2020
8;351.721;16;6;2020
9;405.069;16;6;2020
10;437.633;16;6;2020
11;449.585;16;6;2020
12;450.937;16;6;2020
13;444.772;16;6;2020
14;446.213;16;6;2020
15;445.432;16;6;2020
16;444.202;16;6;2020
17;440.137;16;6;2020
18;430.029;16;6;2020
19;424.046;16;6;2020
20;411.561;16;6;2020
21;407.695;16;6;2020
22;416.895;16;6;2020
23;419.098;16;6;2020
0;378.018;17;6;2020
1;332.592;17;6;2020
2;308.371;17;6;2020
3;295.616;17;6;2020
4;278.545;17;6;2020
5;269.422;17;6;2020
6;278.79;17;6;2020
7;312.977;17;6;2020
8;356.207;17;6;2020
9;406.328;17;6;2020
10;439.872;17;6;2020
11;452.215;17;6;2020
12;453.224;17;6;2020
13;448.218;17;6;2020
14;451.574;17;6;2020
15;448.528;17;6;2020
16;414.729;17;6;2020
17;441.368;17;6;2020
18;430.787;17;6;2020
19;423.246;17;6;2020
20;412.307;17;6;2020
21;407.656;17;6;2020
22;415.42;17;6;2020
23;417.431;17;6;2020
0;376.342;18;6;2020
1;335.052;18;6;2020
2;307.799;18;6;2020
3;294.994;18;6;2020
4;281.655;18;6;2020
5;270.485;18;6;2020
6;280.543;18;6;2020
7;311.897;18;6;2020
8;354.983;18;6;2020
9;413.598;18;6;2020
10;446.876;18;6;2020
11;459.463;18;6;2020
12;459.774;18;6;2020
13;457.766;18;6;2020
14;462.238;18;6;2020
15;461.201;18;6;2020
16;461.929;18;6;2020
17;458.848;18;6;2020
18;450.079;18;6;2020
19;440.14;18;6;2020
20;427.682;18;6;2020
21;420.23;18;6;2020
22;430.634;18;6;2020
23;426.499;18;6;2020
0;381.263;19;6;2020
1;337.577;19;6;2020
2;313.401;19;6;2020
3;297.453;19;6;2020
4;282.268;19;6;2020
5;271.84;19;6;2020
6;280.523;19;6;2020
7;315.788;19;6;2020
8;359.232;19;6;2020
9;414.467;19;6;2020
10;451.512;19;6;2020
11;465.425;19;6;2020
12;466.104;19;6;2020
13;459.31;19;6;2020
14;462.454;19;6;2020
15;462.26;19;6;2020
16;463.868;19;6;2020
17;459.061;19;6;2020
18;448.189;19;6;2020
19;442.672;19;6;2020
20;431.605;19;6;2020
21;423.057;19;6;2020
22;435.667;19;6;2020
23;421.189;19;6;2020
0;384.665;20;6;2020
1;344.147;20;6;2020
2;319.096;20;6;2020
3;304.935;20;6;2020
4;291.108;20;6;2020
5;279.617;20;6;2020
6;282.932;20;6;2020
7;301.483;20;6;2020
8;325.65;20;6;2020
9;362.567;20;6;2020
10;393.313;20;6;2020
11;408.246;20;6;2020
12;412.269;20;6;2020
13;398.009;20;6;2020
14;389.565;20;6;2020
15;376.442;20;6;2020
16;370.291;20;6;2020
17;366.889;20;6;2020
18;360.288;20;6;2020
19;356.084;20;6;2020
20;349.311;20;6;2020
21;353.0;20;6;2020
22;355.337;20;6;2020
23;341.08;20;6;2020
0;303.223;21;6;2020
1;272.626;21;6;2020
2;248.709;21;6;2020
3;237.857;21;6;2020
4;224.508;21;6;2020
5;209.047;21;6;2020
6;211.206;21;6;2020
7;227.342;21;6;2020
8;251.06;21;6;2020
9;294.326;21;6;2020
10;329.401;21;6;2020
11;351.859;21;6;2020
12;358.985;21;6;2020
13;357.765;21;6;2020
14;356.926;21;6;2020
15;353.223;21;6;2020
16;355.451;21;6;2020
17;356.478;21;6;2020
18;356.92;21;6;2020
19;356.585;21;6;2020
20;348.861;21;6;2020
21;346.919;21;6;2020
22;356.797;21;6;2020
23;360.349;21;6;2020
0;315.951;22;6;2020
1;275.932;22;6;2020
2;251.756;22;6;2020
3;235.518;22;6;2020
4;222.759;22;6;2020
5;211.418;22;6;2020
6;219.788;22;6;2020
7;294.803;22;6;2020
8;357.693;22;6;2020
9;410.753;22;6;2020
10;445.225;22;6;2020
11;459.95;22;6;2020
12;463.129;22;6;2020
13;457.21;22;6;2020
14;458.939;22;6;2020
15;454.046;22;6;2020
16;449.681;22;6;2020
17;444.74;22;6;2020
18;433.803;22;6;2020
19;427.953;22;6;2020
20;421.1;22;6;2020
21;419.159;22;6;2020
22;420.103;22;6;2020
23;405.443;22;6;2020
0;364.881;23;6;2020
1;324.674;23;6;2020
2;303.076;23;6;2020
3;294.26;23;6;2020
4;280.61;23;6;2020
5;269.855;23;6;2020
6;276.913;23;6;2020
7;310.205;23;6;2020
8;350.24;23;6;2020
9;400.978;23;6;2020
10;434.032;23;6;2020
11;447.973;23;6;2020
12;453.471;23;6;2020
13;443.025;23;6;2020
14;445.276;23;6;2020
15;444.965;23;6;2020
16;441.674;23;6;2020
17;436.996;23;6;2020
18;423.367;23;6;2020
19;417.341;23;6;2020
20;408.215;23;6;2020
21;405.525;23;6;2020
22;415.358;23;6;2020
23;414.094;23;6;2020
0;377.629;24;6;2020
1;336.552;24;6;2020
2;312.733;24;6;2020
3;301.067;24;6;2020
4;287.11;24;6;2020
5;273.639;24;6;2020
6;271.518;24;6;2020
7;269.139;24;6;2020
8;293.529;24;6;2020
9;330.472;24;6;2020
10;359.814;24;6;2020
11;374.861;24;6;2020
12;376.824;24;6;2020
13;370.913;24;6;2020
14;369.755;24;6;2020
15;368.824;24;6;2020
16;362.517;24;6;2020
17;358.897;24;6;2020
18;356.544;24;6;2020
19;350.881;24;6;2020
20;343.174;24;6;2020
21;339.757;24;6;2020
22;347.239;24;6;2020
23;354.05;24;6;2020
0;315.775;25;6;2020
1;277.481;25;6;2020
2;250.884;25;6;2020
3;236.667;25;6;2020
4;221.523;25;6;2020
5;210.802;25;6;2020
6;219.55;25;6;2020
7;252.426;25;6;2020
8;295.732;25;6;2020
9;353.718;25;6;2020
10;389.79;25;6;2020
11;404.409;25;6;2020
12;405.568;25;6;2020
13;395.243;25;6;2020
14;400.224;25;6;2020
15;399.011;25;6;2020
16;398.344;25;6;2020
17;392.839;25;6;2020
18;381.944;25;6;2020
19;372.311;25;6;2020
20;364.036;25;6;2020
21;358.585;25;6;2020
22;364.997;25;6;2020
23;373.279;25;6;2020
0;319.64;26;6;2020
1;283.764;26;6;2020
2;258.891;26;6;2020
3;246.142;26;6;2020
4;233.233;26;6;2020
5;221.677;26;6;2020
6;230.284;26;6;2020
7;260.77;26;6;2020
8;307.086;26;6;2020
9;365.73;26;6;2020
10;398.294;26;6;2020
11;412.264;26;6;2020
12;413.907;26;6;2020
13;407.225;26;6;2020
14;408.234;26;6;2020
15;405.219;26;6;2020
16;403.094;26;6;2020
17;397.252;26;6;2020
18;387.249;26;6;2020
19;378.415;26;6;2020
20;367.115;26;6;2020
21;360.959;26;6;2020
22;366.404;26;6;2020
23;373.996;26;6;2020
0;333.784;27;6;2020
1;289.777;27;6;2020
2;262.491;27;6;2020
3;248.52;27;6;2020
4;232.493;27;6;2020
5;219.049;27;6;2020
6;224.069;27;6;2020
7;244.668;27;6;2020
8;273.833;27;6;2020
9;323.544;27;6;2020
10;359.811;27;6;2020
11;374.302;27;6;2020
12;373.391;27;6;2020
13;377.724;27;6;2020
14;389.537;27;6;2020
15;388.201;27;6;2020
16;386.105;27;6;2020
17;382.437;27;6;2020
18;379.876;27;6;2020
19;378.542;27;6;2020
20;368.936;27;6;2020
21;359.058;27;6;2020
22;367.258;27;6;2020
23;371.287;27;6;2020
0;339.123;28;6;2020
1;302.067;28;6;2020
2;277.026;28;6;2020
3;265.434;28;6;2020
4;249.134;28;6;2020
5;234.961;28;6;2020
6;236.241;28;6;2020
7;253.667;28;6;2020
8;285.263;28;6;2020
9;329.43;28;6;2020
10;351.978;28;6;2020
11;361.54;28;6;2020
12;384.392;28;6;2020
13;385.807;28;6;2020
14;382.856;28;6;2020
15;383.322;28;6;2020
16;380.618;28;6;2020
17;380.029;28;6;2020
18;380.203;28;6;2020
19;378.689;28;6;2020
20;374.974;28;6;2020
21;371.891;28;6;2020
22;382.269;28;6;2020
23;384.716;28;6;2020
0;334.297;29;6;2020
1;284.845;29;6;2020
2;273.357;29;6;2020
3;243.643;29;6;2020
4;249.305;29;6;2020
5;220.848;29;6;2020
6;243.995;29;6;2020
7;266.243;29;6;2020
8;307.091;29;6;2020
9;374.015;29;6;2020
10;407.67;29;6;2020
11;421.064;29;6;2020
12;422.995;29;6;2020
13;417.951;29;6;2020
14;419.022;29;6;2020
15;414.374;29;6;2020
16;412.406;29;6;2020
17;408.775;29;6;2020
18;402.764;29;6;2020
19;401.344;29;6;2020
20;399.428;29;6;2020
21;397.911;29;6;2020
22;386.936;29;6;2020
23;358.208;29;6;2020
0;313.271;30;6;2020
1;277.629;30;6;2020
2;255.344;30;6;2020
3;242.983;30;6;2020
4;228.943;30;6;2020
5;217.456;30;6;2020
6;225.932;30;6;2020
7;256.81;30;6;2020
8;310.775;30;6;2020
9;367.33;30;6;2020
10;398.156;30;6;2020
11;406.156;30;6;2020
12;401.754;30;6;2020
13;394.1;30;6;2020
14;394.298;30;6;2020
15;401.727;30;6;2020
16;405.724;30;6;2020
17;404.161;30;6;2020
18;411.248;30;6;2020
19;418.331;30;6;2020
20;410.024;30;6;2020
21;409.353;30;6;2020
22;419.139;30;6;2020
23;411.914;30;6;2020
0;374.154;1;7;2020
1;332.9;1;7;2020
2;307.605;1;7;2020
3;294.105;1;7;2020
4;282.258;1;7;2020
5;268.965;1;7;2020
6;271.172;1;7;2020
7;292.372;1;7;2020
8;320.996;1;7;2020
9;362.64;1;7;2020
10;394.565;1;7;2020
11;410.63;1;7;2020
12;416.563;1;7;2020
13;410.922;1;7;2020
14;410.556;1;7;2020
15;409.001;1;7;2020
16;407.223;1;7;2020
17;407.325;1;7;2020
18;407.01;1;7;2020
19;405.123;1;7;2020
20;400.402;1;7;2020
21;398.116;1;7;2020
22;403.517;1;7;2020
23;400.76;1;7;2020
0;361.833;2;7;2020
1;324.165;2;7;2020
2;299.284;2;7;2020
3;286.451;2;7;2020
4;273.974;2;7;2020
5;265.264;2;7;2020
6;273.31;2;7;2020
7;307.364;2;7;2020
8;350.435;2;7;2020
9;403.553;2;7;2020
10;434.299;2;7;2020
11;445.089;2;7;2020
12;445.793;2;7;2020
13;440.761;2;7;2020
14;443.401;2;7;2020
15;440.232;2;7;2020
16;436.521;2;7;2020
17;432.649;2;7;2020
18;422.259;2;7;2020
19;416.417;2;7;2020
20;405.642;2;7;2020
21;398.781;2;7;2020
22;407.889;2;7;2020
23;411.77;2;7;2020
0;372.532;3;7;2020
1;329.681;3;7;2020
2;304.79;3;7;2020
3;292.614;3;7;2020
4;276.752;3;7;2020
5;264.105;3;7;2020
6;270.768;3;7;2020
7;303.75;3;7;2020
8;345.228;3;7;2020
9;397.597;3;7;2020
10;430.133;3;7;2020
11;445.311;3;7;2020
12;453.578;3;7;2020
13;446.403;3;7;2020
14;447.167;3;7;2020
15;441.413;3;7;2020
16;438.6;3;7;2020
17;432.164;3;7;2020
18;424.151;3;7;2020
19;417.235;3;7;2020
20;406.249;3;7;2020
21;401.153;3;7;2020
22;410.331;3;7;2020
23;402.949;3;7;2020
0;366.841;4;7;2020
1;327.303;4;7;2020
2;304.483;4;7;2020
3;292.165;4;7;2020
4;277.692;4;7;2020
5;266.266;4;7;2020
6;271.754;4;7;2020
7;291.825;4;7;2020
8;323.587;4;7;2020
9;369.855;4;7;2020
10;402.091;4;7;2020
11;418.196;4;7;2020
12;420.762;4;7;2020
13;414.896;4;7;2020
14;410.537;4;7;2020
15;407.425;4;7;2020
16;406.286;4;7;2020
17;404.64;4;7;2020
18;404.692;4;7;2020
19;401.367;4;7;2020
20;394.384;4;7;2020
21;389.664;4;7;2020
22;399.715;4;7;2020
23;396.439;4;7;2020
0;360.749;5;7;2020
1;324.738;5;7;2020
2;299.788;5;7;2020
3;288.952;5;7;2020
4;278.074;5;7;2020
5;263.962;5;7;2020
6;263.343;5;7;2020
7;275.269;5;7;2020
8;297.444;5;7;2020
9;341.222;5;7;2020
10;377.87;5;7;2020
11;398.262;5;7;2020
12;401.965;5;7;2020
13;399.042;5;7;2020
14;398.674;5;7;2020
15;397.929;5;7;2020
16;397.933;5;7;2020
17;400.949;5;7;2020
18;399.956;5;7;2020
19;400.475;5;7;2020
20;399.384;5;7;2020
21;407.033;5;7;2020
22;413.289;5;7;2020
23;399.034;5;7;2020
0;358.209;6;7;2020
1;320.484;6;7;2020
2;298.757;6;7;2020
3;287.488;6;7;2020
4;278.481;6;7;2020
5;268.782;6;7;2020
6;271.521;6;7;2020
7;303.747;6;7;2020
8;345.491;6;7;2020
9;397.451;6;7;2020
10;431.817;6;7;2020
11;447.047;6;7;2020
12;450.927;6;7;2020
13;444.146;6;7;2020
14;445.552;6;7;2020
15;441.911;6;7;2020
16;442.18;6;7;2020
17;431.786;6;7;2020
18;420.583;6;7;2020
19;414.3;6;7;2020
20;407.946;6;7;2020
21;399.428;6;7;2020
22;408.454;6;7;2020
23;406.009;6;7;2020
0;364.851;7;7;2020
1;325.163;7;7;2020
2;301.562;7;7;2020
3;291.014;7;7;2020
4;279.725;7;7;2020
5;266.329;7;7;2020
6;274.664;7;7;2020
7;305.465;7;7;2020
8;348.505;7;7;2020
9;395.492;7;7;2020
10;426.195;7;7;2020
11;436.235;7;7;2020
12;435.714;7;7;2020
13;431.911;7;7;2020
14;433.464;7;7;2020
15;429.984;7;7;2020
16;429.646;7;7;2020
17;427.833;7;7;2020
18;418.921;7;7;2020
19;415.575;7;7;2020
20;405.851;7;7;2020
21;402.193;7;7;2020
22;409.232;7;7;2020
23;407.473;7;7;2020
0;367.514;8;7;2020
1;325.725;8;7;2020
2;303.823;8;7;2020
3;291.784;8;7;2020
4;280.079;8;7;2020
5;269.005;8;7;2020
6;275.006;8;7;2020
7;310.172;8;7;2020
8;354.831;8;7;2020
9;403.598;8;7;2020
10;429.241;8;7;2020
11;444.634;8;7;2020
12;446.971;8;7;2020
13;438.44;8;7;2020
14;439.127;8;7;2020
15;436.684;8;7;2020
16;439.607;8;7;2020
17;433.328;8;7;2020
18;423.191;8;7;2020
19;419.032;8;7;2020
20;415.656;8;7;2020
21;409.933;8;7;2020
22;417.961;8;7;2020
23;410.749;8;7;2020
0;367.319;9;7;2020
1;324.311;9;7;2020
2;302.732;9;7;2020
3;291.978;9;7;2020
4;280.976;9;7;2020
5;268.686;9;7;2020
6;277.734;9;7;2020
7;310.366;9;7;2020
8;351.314;9;7;2020
9;398.704;9;7;2020
10;427.095;9;7;2020
11;439.487;9;7;2020
12;440.712;9;7;2020
13;431.673;9;7;2020
14;436.429;9;7;2020
15;434.913;9;7;2020
16;433.754;9;7;2020
17;430.725;9;7;2020
18;419.723;9;7;2020
19;416.063;9;7;2020
20;410.881;9;7;2020
21;414.338;9;7;2020
22;419.219;9;7;2020
23;405.042;9;7;2020
0;364.511;10;7;2020
1;324.493;10;7;2020
2;301.235;10;7;2020
3;292.477;10;7;2020
4;283.485;10;7;2020
5;273.337;10;7;2020
6;276.362;10;7;2020
7;308.168;10;7;2020
8;348.601;10;7;2020
9;399.768;10;7;2020
10;435.421;10;7;2020
11;448.029;10;7;2020
12;450.113;10;7;2020
13;442.085;10;7;2020
14;446.288;10;7;2020
15;441.393;10;7;2020
16;439.371;10;7;2020
17;433.246;10;7;2020
18;428.181;10;7;2020
19;427.935;10;7;2020
20;437.864;10;7;2020
21;429.874;10;7;2020
22;423.293;10;7;2020
23;409.331;10;7;2020
0;369.025;11;7;2020
1;332.843;11;7;2020
2;306.651;11;7;2020
3;293.558;11;7;2020
4;281.79;11;7;2020
5;268.144;11;7;2020
6;271.254;11;7;2020
7;292.768;11;7;2020
8;322.042;11;7;2020
9;368.743;11;7;2020
10;402.779;11;7;2020
11;419.066;11;7;2020
12;420.015;11;7;2020
13;415.702;11;7;2020
14;414.094;11;7;2020
15;413.005;11;7;2020
16;409.396;11;7;2020
17;408.373;11;7;2020
18;407.74;11;7;2020
19;402.573;11;7;2020
20;396.657;11;7;2020
21;392.408;11;7;2020
22;400.786;11;7;2020
23;399.639;11;7;2020
0;366.255;12;7;2020
1;326.792;12;7;2020
2;304.774;12;7;2020
3;292.922;12;7;2020
4;280.869;12;7;2020
5;267.544;12;7;2020
6;271.036;12;7;2020
7;286.695;12;7;2020
8;311.869;12;7;2020
9;355.078;12;7;2020
10;386.32;12;7;2020
11;406.632;12;7;2020
12;410.573;12;7;2020
13;409.294;12;7;2020
14;406.79;12;7;2020
15;401.666;12;7;2020
16;400.106;12;7;2020
17;398.784;12;7;2020
18;398.112;12;7;2020
19;399.238;12;7;2020
20;395.444;12;7;2020
21;397.497;12;7;2020
22;410.407;12;7;2020
23;402.831;12;7;2020
0;364.448;13;7;2020
1;323.826;13;7;2020
2;302.062;13;7;2020
3;290.855;13;7;2020
4;282.753;13;7;2020
5;270.553;13;7;2020
6;279.698;13;7;2020
7;316.504;13;7;2020
8;358.763;13;7;2020
9;406.857;13;7;2020
10;440.927;13;7;2020
11;454.477;13;7;2020
12;454.1;13;7;2020
13;446.753;13;7;2020
14;446.375;13;7;2020
15;436.223;13;7;2020
16;441.437;13;7;2020
17;435.892;13;7;2020
18;429.643;13;7;2020
19;429.824;13;7;2020
20;425.234;13;7;2020
21;424.964;13;7;2020
22;430.939;13;7;2020
23;415.752;13;7;2020
0;371.49;14;7;2020
1;330.517;14;7;2020
2;308.589;14;7;2020
3;298.249;14;7;2020
4;290.609;14;7;2020
5;277.736;14;7;2020
6;285.218;14;7;2020
7;322.632;14;7;2020
8;365.501;14;7;2020
9;416.035;14;7;2020
10;448.359;14;7;2020
