time;target;temp;weather;wind;day;month;year;weekend
0;441.442;9.3;1243;0;11;10;2019;0
1;402.08;9.3;1243;0;11;10;2019;0
2;382.232;9.3;1243;0;11;10;2019;0
3;372.263;8.6;1009;0;11;10;2019;0
4;366.188;8.6;1009;0;11;10;2019;0
5;366.711;8.6;1009;0;11;10;2019;0
6;382.025;9.1;1009;0;11;10;2019;0
7;426.919;9.1;1009;0;11;10;2019;0
8;468.832;9.1;1009;0;11;10;2019;0
9;516.587;12.3;1003;0;11;10;2019;0
10;549.304;12.3;1003;0;11;10;2019;0
11;553.301;12.3;1003;0;11;10;2019;0
12;547.163;12.7;1009;0;11;10;2019;0
13;530.924;12.7;1009;0;11;10;2019;0
14;532.745;12.7;1009;0;11;10;2019;0
15;536.533;12.3;1009;0;11;10;2019;0
16;541.725;12.3;1009;0;11;10;2019;0
17;539.475;12.3;1009;0;11;10;2019;0
18;547.416;12.4;1189;0;11;10;2019;0
19;569.054;12.4;1189;0;11;10;2019;0
20;558.305;12.4;1189;0;11;10;2019;0
21;542.384;11.5;1189;0;11;10;2019;0
22;522.069;11.5;1189;0;11;10;2019;0
23;488.682;11.5;1189;0;11;10;2019;0
0;449.299;11.9;1189;0;12;10;2019;1
1;410.888;11.9;1189;0;12;10;2019;1
2;386.222;11.9;1189;0;12;10;2019;1
3;373.008;12.1;1189;0;12;10;2019;1
4;363.458;12.1;1189;0;12;10;2019;1
5;362.844;12.1;1189;0;12;10;2019;1
6;369.237;13.7;1189;0;12;10;2019;1
7;390.001;13.7;1189;0;12;10;2019;1
8;416.006;13.7;1189;0;12;10;2019;1
9;464.015;12.7;1189;0;12;10;2019;1
10;506.474;12.7;1189;0;12;10;2019;1
11;532.247;12.7;1189;0;12;10;2019;1
12;539.317;12.1;1189;0;12;10;2019;1
13;535.796;12.1;1189;0;12;10;2019;1
14;528.157;12.1;1189;0;12;10;2019;1
15;524.532;11.6;1189;0;12;10;2019;1
16;524.883;11.6;1189;0;12;10;2019;1
17;526.379;11.6;1189;0;12;10;2019;1
18;535.301;11.5;1189;0;12;10;2019;1
19;553.483;11.5;1189;0;12;10;2019;1
20;544.398;11.5;1189;0;12;10;2019;1
21;525.437;11.9;1189;0;12;10;2019;1
22;503.843;11.9;1189;0;12;10;2019;1
23;472.8;11.9;1189;0;12;10;2019;1
0;435.783;12.1;1189;0;13;10;2019;1
1;403.561;12.1;1189;0;13;10;2019;1
2;381.043;12.1;1189;0;13;10;2019;1
3;369.233;11.6;1189;0;13;10;2019;1
4;362.883;11.6;1189;0;13;10;2019;1
5;360.034;11.6;1189;0;13;10;2019;1
6;366.416;11.6;1189;0;13;10;2019;1
7;379.424;11.6;1189;0;13;10;2019;1
8;392.328;11.6;1189;0;13;10;2019;1
9;436.587;13.6;1009;0;13;10;2019;1
10;473.464;13.6;1009;0;13;10;2019;1
11;493.786;13.6;1009;0;13;10;2019;1
12;498.956;13.5;1009;0;13;10;2019;1
13;495.639;13.5;1009;0;13;10;2019;1
14;495.235;13.5;1009;0;13;10;2019;1
15;494.879;13.6;1009;0;13;10;2019;1
16;494.065;13.6;1003;0;13;10;2019;1
17;495.069;13.6;1003;0;13;10;2019;1
18;503.242;11.4;1009;0;13;10;2019;1
19;541.503;11.4;1009;0;13;10;2019;1
20;541.499;11.4;1009;0;13;10;2019;1
21;528.58;12.1;1009;0;13;10;2019;1
22;505.046;12.1;1009;0;13;10;2019;1
23;466.594;12.1;1009;0;13;10;2019;1
0;423.9;13.6;1006;0;14;10;2019;0
1;389.736;13.6;1006;0;14;10;2019;0
2;367.533;13.6;1006;0;14;10;2019;0
3;357.482;16.4;1006;0;14;10;2019;0
4;351.706;16.4;1006;0;14;10;2019;0
5;352.649;16.4;1006;0;14;10;2019;0
6;371.382;16.2;1000;0;14;10;2019;0
7;413.82;16.2;1000;0;14;10;2019;0
8;451.238;16.2;1000;0;14;10;2019;0
9;492.815;19.1;1000;0;14;10;2019;0
10;521.837;19.1;1000;0;14;10;2019;0
11;526.083;19.1;1000;0;14;10;2019;0
12;520.886;19.6;1000;1;14;10;2019;0
13;507.03;19.6;1000;1;14;10;2019;0
14;506.938;19.6;1000;1;14;10;2019;0
15;506.468;16.3;1000;1;14;10;2019;0
16;507.502;16.3;1000;1;14;10;2019;0
17;497.026;16.3;1000;1;14;10;2019;0
18;498.914;12.9;1000;1;14;10;2019;0
19;537.924;12.9;1000;1;14;10;2019;0
20;538.154;12.9;1000;1;14;10;2019;0
21;523.357;10.0;1000;1;14;10;2019;0
22;504.297;10.0;1000;1;14;10;2019;0
23;464.307;10.0;1000;1;14;10;2019;0
0;419.536;7.1;1000;0;15;10;2019;0
1;383.745;7.1;1000;0;15;10;2019;0
2;363.509;7.1;1000;0;15;10;2019;0
3;354.809;6.0;1135;0;15;10;2019;0
4;352.292;6.0;1135;0;15;10;2019;0
5;354.843;6.0;1135;0;15;10;2019;0
6;371.69;7.3;1135;0;15;10;2019;0
7;415.926;7.3;1135;0;15;10;2019;0
8;453.556;7.3;1135;0;15;10;2019;0
9;494.713;13.2;1000;0;15;10;2019;0
10;520.747;13.2;1000;0;15;10;2019;0
11;520.582;13.2;1000;0;15;10;2019;0
12;512.171;19.3;1000;0;15;10;2019;0
13;499.89;19.3;1000;0;15;10;2019;0
14;499.704;19.3;1000;0;15;10;2019;0
15;499.81;17.9;1000;0;15;10;2019;0
16;498.467;17.9;1000;0;15;10;2019;0
17;493.932;17.9;1000;0;15;10;2019;0
18;501.581;12.4;1000;0;15;10;2019;0
19;539.619;12.4;1000;0;15;10;2019;0
20;536.958;12.4;1000;0;15;10;2019;0
21;522.129;12.1;1000;0;15;10;2019;0
22;500.965;12.1;1000;0;15;10;2019;0
23;461.28;12.1;1000;0;15;10;2019;0
0;417.162;9.9;1000;0;16;10;2019;0
1;380.077;9.9;1000;0;16;10;2019;0
2;358.558;9.9;1000;0;16;10;2019;0
3;350.181;11.0;1000;0;16;10;2019;0
4;345.283;11.0;1000;0;16;10;2019;0
5;346.01;11.0;1000;0;16;10;2019;0
6;362.258;10.9;1000;0;16;10;2019;0
7;408.662;10.9;1000;0;16;10;2019;0
8;446.167;10.9;1000;0;16;10;2019;0
9;486.257;17.3;1000;0;16;10;2019;0
10;508.762;17.3;1000;0;16;10;2019;0
11;509.534;17.3;1000;0;16;10;2019;0
12;506.236;20.1;1000;0;16;10;2019;0
13;494.217;20.1;1000;0;16;10;2019;0
14;494.287;20.1;1009;0;16;10;2019;0
15;498.091;16.4;1009;0;16;10;2019;0
16;501.824;16.4;1009;0;16;10;2019;0
17;506.129;16.4;1009;0;16;10;2019;0
18;518.916;14.7;1153;0;16;10;2019;0
19;543.624;14.7;1153;0;16;10;2019;0
20;537.559;14.7;1153;0;16;10;2019;0
21;522.675;12.9;1189;0;16;10;2019;0
22;497.816;12.9;1189;0;16;10;2019;0
23;461.647;12.9;1189;0;16;10;2019;0
0;414.131;11.8;1243;3;17;10;2019;0
1;378.464;11.8;1243;3;17;10;2019;0
2;359.096;11.8;1243;3;17;10;2019;0
3;351.555;12.3;1243;3;17;10;2019;0
4;350.434;12.3;1243;3;17;10;2019;0
5;354.702;12.3;1243;3;17;10;2019;0
6;372.106;12.2;1189;4;17;10;2019;0
7;417.781;12.2;1189;4;17;10;2019;0
8;457.209;12.2;1189;4;17;10;2019;0
9;500.756;12.8;1009;0;17;10;2019;0
10;532.332;12.8;1009;0;17;10;2019;0
11;541.377;12.8;1009;0;17;10;2019;0
12;532.125;16.2;1000;0;17;10;2019;0
13;513.774;16.2;1000;0;17;10;2019;0
14;514.501;16.2;1000;0;17;10;2019;0
15;512.029;15.2;1000;0;17;10;2019;0
16;509.753;15.2;1000;0;17;10;2019;0
17;508.993;15.2;1000;0;17;10;2019;0
18;515.533;13.9;1180;0;17;10;2019;0
19;545.092;13.9;1180;0;17;10;2019;0
20;539.358;13.9;1180;0;17;10;2019;0
21;521.923;11.9;1006;0;17;10;2019;0
22;502.631;11.9;1006;0;17;10;2019;0
23;463.534;11.9;1006;0;17;10;2019;0
0;418.403;12.1;1183;0;18;10;2019;0
1;383.149;12.1;1183;0;18;10;2019;0
2;363.315;12.1;1183;0;18;10;2019;0
3;352.347;12.2;1009;0;18;10;2019;0
4;348.608;12.2;1009;0;18;10;2019;0
5;348.466;12.2;1009;0;18;10;2019;0
6;364.771;10.4;1009;0;18;10;2019;0
7;413.51;10.4;1009;0;18;10;2019;0
8;450.259;10.4;1009;0;18;10;2019;0
9;493.873;13.1;1009;0;18;10;2019;0
10;514.768;13.1;1009;0;18;10;2019;0
11;516.251;13.1;1009;0;18;10;2019;0
12;515.419;15.8;1009;0;18;10;2019;0
13;507.597;15.8;1009;0;18;10;2019;0
14;510.02;15.8;1009;0;18;10;2019;0
15;509.555;14.9;1009;0;18;10;2019;0
16;508.617;14.9;1009;0;18;10;2019;0
17;504.081;14.9;1009;0;18;10;2019;0
18;514.318;13.8;1009;0;18;10;2019;0
19;544.134;13.8;1009;0;18;10;2019;0
20;533.279;13.8;1009;0;18;10;2019;0
21;515.602;12.2;1009;0;18;10;2019;0
22;497.125;12.2;1009;0;18;10;2019;0
23;461.117;12.2;1009;0;18;10;2019;0
0;421.669;11.0;1009;0;19;10;2019;1
1;386.895;11.0;1009;0;19;10;2019;1
2;365.836;11.0;1009;0;19;10;2019;1
3;354.721;11.0;1135;0;19;10;2019;1
4;348.374;11.0;1135;0;19;10;2019;1
5;347.247;11.0;1135;0;19;10;2019;1
6;355.762;11.8;1135;0;19;10;2019;1
7;376.858;11.8;1135;0;19;10;2019;1
8;397.008;11.8;1135;0;19;10;2019;1
9;443.947;14.5;1009;0;19;10;2019;1
10;479.142;14.5;1009;0;19;10;2019;1
11;491.602;14.5;1009;0;19;10;2019;1
12;489.138;14.5;1009;0;19;10;2019;1
13;483.025;14.5;1009;0;19;10;2019;1
14;481.517;14.5;1009;0;19;10;2019;1
15;478.561;13.0;1009;0;19;10;2019;1
16;479.694;13.0;1009;0;19;10;2019;1
17;487.932;13.0;1009;0;19;10;2019;1
18;504.001;12.3;1189;0;19;10;2019;1
19;527.441;12.3;1189;0;19;10;2019;1
20;520.385;12.3;1189;0;19;10;2019;1
21;505.653;11.1;1009;0;19;10;2019;1
22;484.644;11.1;1009;0;19;10;2019;1
23;452.244;11.1;1009;0;19;10;2019;1
0;417.416;10.9;1189;0;20;10;2019;1
1;383.885;10.9;1189;0;20;10;2019;1
2;362.256;10.9;1189;0;20;10;2019;1
3;351.879;10.8;1189;0;20;10;2019;1
4;344.898;10.8;1189;0;20;10;2019;1
5;343.025;10.8;1189;0;20;10;2019;1
6;349.496;11.2;1006;0;20;10;2019;1
7;363.999;11.2;1006;0;20;10;2019;1
8;375.568;11.2;1006;0;20;10;2019;1
9;419.748;14.9;1003;0;20;10;2019;1
10;458.213;14.9;1003;0;20;10;2019;1
11;477.018;14.9;1003;0;20;10;2019;1
12;473.878;17.5;1006;0;20;10;2019;1
13;469.426;17.5;1006;0;20;10;2019;1
14;468.764;17.5;1006;0;20;10;2019;1
15;470.313;15.8;1006;0;20;10;2019;1
16;471.58;15.8;1006;0;20;10;2019;1
17;476.509;15.8;1006;0;20;10;2019;1
18;497.437;11.6;1006;0;20;10;2019;1
19;527.982;11.6;1006;0;20;10;2019;1
20;523.663;11.6;1006;0;20;10;2019;1
21;508.871;10.2;1135;0;20;10;2019;1
22;489.488;10.2;1135;0;20;10;2019;1
23;451.243;10.2;1135;0;20;10;2019;1
0;409.675;10.0;1009;0;21;10;2019;0
1;374.757;10.0;1009;0;21;10;2019;0
2;355.8;10.0;1009;0;21;10;2019;0
3;347.017;9.0;1135;0;21;10;2019;0
4;342.782;9.0;1135;0;21;10;2019;0
5;345.104;9.0;1135;0;21;10;2019;0
6;363.064;8.6;1135;0;21;10;2019;0
7;413.271;8.6;1135;0;21;10;2019;0
8;450.802;8.6;1135;0;21;10;2019;0
9;494.757;13.6;1009;0;21;10;2019;0
10;523.594;13.6;1009;0;21;10;2019;0
11;530.643;13.6;1009;0;21;10;2019;0
12;528.18;16.6;1000;0;21;10;2019;0
13;515.037;16.6;1000;0;21;10;2019;0
14;513.668;16.6;1000;0;21;10;2019;0
15;513.602;14.4;1009;0;21;10;2019;0
16;512.181;14.4;1009;0;21;10;2019;0
17;509.527;14.4;1009;0;21;10;2019;0
18;529.359;11.8;1009;0;21;10;2019;0
19;556.833;11.8;1009;0;21;10;2019;0
20;542.815;11.8;1009;0;21;10;2019;0
21;522.899;12.1;1009;0;21;10;2019;0
22;503.491;12.1;1009;0;21;10;2019;0
23;461.296;12.1;1009;0;21;10;2019;0
0;417.844;12.0;1009;0;22;10;2019;0
1;380.236;12.0;1009;0;22;10;2019;0
2;359.387;12.0;1009;0;22;10;2019;0
3;350.42;12.4;1135;0;22;10;2019;0
4;346.144;12.4;1135;0;22;10;2019;0
5;347.435;12.4;1135;0;22;10;2019;0
6;361.741;12.9;1009;0;22;10;2019;0
7;410.665;12.9;1009;0;22;10;2019;0
8;450.837;12.9;1009;0;22;10;2019;0
9;493.661;14.3;1009;0;22;10;2019;0
10;519.817;14.3;1009;0;22;10;2019;0
11;521.196;14.3;1009;0;22;10;2019;0
12;517.245;16.7;1003;0;22;10;2019;0
13;506.526;16.7;1003;0;22;10;2019;0
14;505.908;16.7;1003;0;22;10;2019;0
15;504.15;14.1;1003;0;22;10;2019;0
16;503.227;14.1;1003;0;22;10;2019;0
17;505.299;14.1;1003;0;22;10;2019;0
18;523.655;13.4;1003;0;22;10;2019;0
19;549.852;13.4;1003;0;22;10;2019;0
20;540.617;13.4;1003;0;22;10;2019;0
21;523.035;12.4;1003;0;22;10;2019;0
22;501.561;12.4;1003;0;22;10;2019;0
23;462.644;12.4;1003;0;22;10;2019;0
0;419.303;12.4;1000;0;23;10;2019;0
1;383.183;12.4;1000;0;23;10;2019;0
2;363.123;12.4;1000;0;23;10;2019;0
3;352.107;12.4;1006;0;23;10;2019;0
4;346.894;12.4;1006;0;23;10;2019;0
5;351.584;12.4;1006;0;23;10;2019;0
6;370.083;12.0;1009;0;23;10;2019;0
7;419.385;12.0;1009;0;23;10;2019;0
8;454.96;12.0;1009;0;23;10;2019;0
9;496.433;13.0;1009;0;23;10;2019;0
10;521.483;13.0;1009;0;23;10;2019;0
11;527.241;13.0;1009;0;23;10;2019;0
12;523.485;14.0;1003;0;23;10;2019;0
13;513.227;14.0;1003;0;23;10;2019;0
14;514.5;14.0;1003;0;23;10;2019;0
15;514.059;12.7;1003;0;23;10;2019;0
16;512.419;12.7;1003;0;23;10;2019;0
17;512.023;12.7;1003;0;23;10;2019;0
18;526.836;8.2;1003;0;23;10;2019;0
19;554.984;8.2;1003;0;23;10;2019;0
20;547.362;8.2;1003;0;23;10;2019;0
21;530.982;6.2;1003;0;23;10;2019;0
22;510.165;6.2;1003;0;23;10;2019;0
23;470.768;6.2;1003;0;23;10;2019;0
0;426.936;5.5;1000;0;24;10;2019;0
1;391.188;5.5;1000;0;24;10;2019;0
2;370.357;5.5;1000;0;24;10;2019;0
3;360.591;5.5;1000;0;24;10;2019;0
4;356.179;5.5;1000;0;24;10;2019;0
5;358.903;5.5;1000;0;24;10;2019;0
6;373.673;5.7;1000;0;24;10;2019;0
7;424.669;5.7;1000;0;24;10;2019;0
8;461.168;5.7;1000;0;24;10;2019;0
9;502.04;12.0;1000;0;24;10;2019;0
10;527.178;12.0;1000;0;24;10;2019;0
11;530.149;12.0;1000;0;24;10;2019;0
12;521.917;16.2;1000;0;24;10;2019;0
13;507.423;16.2;1000;0;24;10;2019;0
14;514.468;16.2;1000;0;24;10;2019;0
15;511.698;13.2;1000;0;24;10;2019;0
16;509.085;13.2;1000;0;24;10;2019;0
17;510.572;13.2;1000;0;24;10;2019;0
18;532.557;13.0;1006;0;24;10;2019;0
19;555.377;13.0;1006;0;24;10;2019;0
20;548.036;13.0;1006;0;24;10;2019;0
21;533.27;13.6;1135;0;24;10;2019;0
22;510.035;13.6;1135;0;24;10;2019;0
23;470.736;13.6;1135;0;24;10;2019;0
0;427.388;13.5;1009;0;25;10;2019;0
1;392.218;13.5;1009;0;25;10;2019;0
2;372.147;13.5;1009;0;25;10;2019;0
3;362.012;12.7;1009;0;25;10;2019;0
4;356.278;12.7;1009;0;25;10;2019;0
5;358.932;12.7;1009;0;25;10;2019;0
6;375.276;12.7;1153;0;25;10;2019;0
7;424.416;12.7;1153;0;25;10;2019;0
8;465.537;12.7;1153;0;25;10;2019;0
9;506.583;14.5;1006;0;25;10;2019;0
10;533.144;14.5;1006;0;25;10;2019;0
11;538.158;14.5;1006;0;25;10;2019;0
12;534.634;15.3;1006;0;25;10;2019;0
13;524.574;15.3;1006;0;25;10;2019;0
14;525.541;15.3;1006;0;25;10;2019;0
15;520.604;15.3;1006;0;25;10;2019;0
16;516.638;15.3;1006;0;25;10;2019;0
17;521.044;15.3;1006;0;25;10;2019;0
18;535.498;14.3;1006;0;25;10;2019;0
19;553.261;14.3;1006;0;25;10;2019;0
20;539.44;14.3;1006;0;25;10;2019;0
21;521.38;11.7;1006;0;25;10;2019;0
22;500.892;11.7;1006;0;25;10;2019;0
23;467.127;11.7;1006;0;25;10;2019;0
0;429.691;9.6;1030;0;26;10;2019;1
1;394.02;9.6;1030;0;26;10;2019;1
2;373.466;9.6;1030;0;26;10;2019;1
3;360.511;9.6;1030;0;26;10;2019;1
4;356.209;9.6;1030;0;26;10;2019;1
5;353.501;9.6;1030;0;26;10;2019;1
6;358.479;10.5;1030;0;26;10;2019;1
7;381.781;10.5;1030;0;26;10;2019;1
8;404.148;10.5;1030;0;26;10;2019;1
9;454.721;14.3;1003;0;26;10;2019;1
10;487.435;14.3;1003;0;26;10;2019;1
11;499.826;14.3;1003;0;26;10;2019;1
12;501.155;17.4;1003;4;26;10;2019;1
13;493.337;17.4;1003;4;26;10;2019;1
14;487.084;17.4;1003;4;26;10;2019;1
15;481.761;15.3;1003;4;26;10;2019;1
16;478.389;15.3;1003;4;26;10;2019;1
17;481.212;15.3;1003;4;26;10;2019;1
18;509.569;14.6;1003;0;26;10;2019;1
19;532.74;14.6;1003;0;26;10;2019;1
20;520.717;14.6;1003;0;26;10;2019;1
21;506.796;13.8;1003;0;26;10;2019;1
22;480.908;13.8;1003;0;26;10;2019;1
23;450.875;13.8;1003;0;26;10;2019;1
0;416.442;13.5;1003;0;27;10;2019;1
1;385.343;13.5;1003;0;27;10;2019;1
2;364.319;13.5;1003;0;27;10;2019;1
3;351.365;13.3;1003;0;27;10;2019;1
4;344.793;13.3;1003;0;27;10;2019;1
5;344.046;13.3;1003;0;27;10;2019;1
6;348.177;12.9;1003;0;27;10;2019;1
7;366.369;12.9;1003;0;27;10;2019;1
8;379.86;12.9;1003;0;27;10;2019;1
9;419.883;14.7;1189;0;27;10;2019;1
10;461.907;14.7;1189;0;27;10;2019;1
11;482.286;14.7;1189;0;27;10;2019;1
12;490.553;12.5;1189;3;27;10;2019;1
13;495.642;12.5;1189;3;27;10;2019;1
14;494.954;12.5;1189;3;27;10;2019;1
15;493.548;10.9;1189;3;27;10;2019;1
16;489.987;10.9;1189;3;27;10;2019;1
17;490.874;10.9;1189;3;27;10;2019;1
18;520.517;10.5;1189;3;27;10;2019;1
19;538.912;10.5;1189;3;27;10;2019;1
20;528.074;10.5;1189;3;27;10;2019;1
21;515.196;8.0;1189;3;27;10;2019;1
22;494.006;8.0;1189;3;27;10;2019;1
23;457.472;8.0;1189;3;27;10;2019;1
0;418.454;7.1;1189;0;28;10;2019;0
1;382.926;7.1;1189;0;28;10;2019;0
2;361.754;7.1;1189;0;28;10;2019;0
3;351.572;8.0;1189;0;28;10;2019;0
4;348.07;8.0;1189;0;28;10;2019;0
5;350.353;8.0;1189;0;28;10;2019;0
6;366.916;8.3;1009;0;28;10;2019;0
7;413.053;8.3;1009;0;28;10;2019;0
8;451.297;8.3;1009;0;28;10;2019;0
9;501.929;7.4;1189;0;28;10;2019;0
10;540.535;7.4;1189;0;28;10;2019;0
11;550.401;7.4;1189;0;28;10;2019;0
12;556.453;7.6;1189;0;28;10;2019;0
13;551.179;7.6;1189;0;28;10;2019;0
14;557.187;7.6;1189;0;28;10;2019;0
15;561.215;7.2;1009;0;28;10;2019;0
16;550.857;7.2;1009;0;28;10;2019;0
17;546.526;7.2;1009;0;28;10;2019;0
18;565.829;7.0;1009;0;28;10;2019;0
19;576.847;7.0;1009;0;28;10;2019;0
20;563.18;7.0;1009;0;28;10;2019;0
21;542.347;5.7;1009;0;28;10;2019;0
22;520.819;5.7;1009;0;28;10;2019;0
23;481.812;5.7;1009;0;28;10;2019;0
0;439.896;4.1;1000;0;29;10;2019;0
1;405.252;4.1;1000;0;29;10;2019;0
2;384.349;4.1;1000;0;29;10;2019;0
3;375.533;4.7;1006;0;29;10;2019;0
4;370.865;4.7;1006;0;29;10;2019;0
5;372.009;4.7;1006;0;29;10;2019;0
6;388.848;5.5;1006;0;29;10;2019;0
7;436.512;5.5;1006;0;29;10;2019;0
8;475.781;5.5;1006;0;29;10;2019;0
9;517.641;5.7;1000;0;29;10;2019;0
10;543.108;5.7;1000;0;29;10;2019;0
11;549.622;5.7;1243;0;29;10;2019;0
12;550.422;8.0;1243;0;29;10;2019;0
13;542.508;8.0;1006;0;29;10;2019;0
14;542.304;8.0;1006;0;29;10;2019;0
15;539.435;6.9;1006;0;29;10;2019;0
16;538.455;6.9;1006;0;29;10;2019;0
17;540.293;6.9;1006;0;29;10;2019;0
18;561.91;4.8;1006;0;29;10;2019;0
19;582.528;4.8;1006;0;29;10;2019;0
20;571.645;4.8;1006;0;29;10;2019;0
21;555.519;4.6;1189;0;29;10;2019;0
22;534.838;4.6;1189;0;29;10;2019;0
23;496.017;4.6;1189;0;29;10;2019;0
0;449.671;5.2;1189;0;30;10;2019;0
1;414.947;5.2;1189;0;30;10;2019;0
2;393.057;5.2;1189;0;30;10;2019;0
3;382.085;3.7;1189;0;30;10;2019;0
4;377.259;3.7;1189;0;30;10;2019;0
5;376.605;3.7;1189;0;30;10;2019;0
6;394.589;5.1;1189;0;30;10;2019;0
7;442.806;5.1;1189;0;30;10;2019;0
8;483.877;5.1;1189;0;30;10;2019;0
9;525.323;8.1;1006;0;30;10;2019;0
10;551.181;8.1;1006;0;30;10;2019;0
11;556.553;8.1;1006;0;30;10;2019;0
12;552.848;6.8;1189;0;30;10;2019;0
13;546.749;6.8;1009;0;30;10;2019;0
14;548.463;6.8;1009;0;30;10;2019;0
15;548.345;4.5;1009;0;30;10;2019;0
16;548.509;4.5;1009;0;30;10;2019;0
17;552.806;4.5;1009;0;30;10;2019;0
18;577.543;2.9;1009;0;30;10;2019;0
19;590.763;2.9;1009;0;30;10;2019;0
20;579.85;2.9;1009;0;30;10;2019;0
21;564.563;1.9;1003;0;30;10;2019;0
22;542.306;1.9;1003;0;30;10;2019;0
23;503.797;1.9;1003;0;30;10;2019;0
0;459.253;0.6;1003;0;31;10;2019;0
1;424.435;0.6;1003;0;31;10;2019;0
2;404.784;0.6;1003;0;31;10;2019;0
3;395.717;3.1;1009;0;31;10;2019;0
4;390.517;3.1;1009;0;31;10;2019;0
5;390.418;3.1;1009;0;31;10;2019;0
6;404.471;3.2;1189;0;31;10;2019;0
7;450.312;3.2;1189;0;31;10;2019;0
8;492.746;3.2;1189;0;31;10;2019;0
9;535.212;4.9;1189;0;31;10;2019;0
10;570.612;4.9;1189;0;31;10;2019;0
11;583.614;4.9;1189;0;31;10;2019;0
12;584.44;6.2;1189;0;31;10;2019;0
13;580.07;6.2;1189;0;31;10;2019;0
14;581.649;6.2;1189;0;31;10;2019;0
15;581.005;6.1;1189;0;31;10;2019;0
16;580.819;6.1;1189;0;31;10;2019;0
17;581.717;6.1;1189;0;31;10;2019;0
18;597.061;6.9;1006;0;31;10;2019;0
19;601.905;6.9;1006;0;31;10;2019;0
20;586.614;6.9;1006;0;31;10;2019;0
21;566.207;6.2;1189;0;31;10;2019;0
22;544.884;6.2;1189;0;31;10;2019;0
23;508.82;6.2;1189;0;31;10;2019;0
0;463.129;4.9;1189;0;1;11;2019;0
1;426.803;4.9;1189;0;1;11;2019;0
2;403.085;4.9;1189;0;1;11;2019;0
3;393.703;5.4;1009;0;1;11;2019;0
4;388.172;5.4;1009;0;1;11;2019;0
5;389.598;5.4;1009;0;1;11;2019;0
6;406.561;3.8;1009;0;1;11;2019;0
7;452.346;3.8;1009;0;1;11;2019;0
8;491.898;3.8;1009;0;1;11;2019;0
9;529.618;6.4;1009;0;1;11;2019;0
10;560.782;6.4;1009;0;1;11;2019;0
11;570.357;6.4;1009;0;1;11;2019;0
12;569.351;8.7;1009;0;1;11;2019;0
13;559.221;8.7;1009;0;1;11;2019;0
14;560.259;8.7;1009;0;1;11;2019;0
15;561.159;6.0;1003;0;1;11;2019;0
16;556.44;6.0;1003;0;1;11;2019;0
17;555.314;6.0;1003;0;1;11;2019;0
18;580.771;4.2;1003;0;1;11;2019;0
19;590.195;4.2;1003;0;1;11;2019;0
20;577.363;4.2;1003;0;1;11;2019;0
21;561.797;2.7;1003;0;1;11;2019;0
22;541.36;2.7;1003;0;1;11;2019;0
23;506.991;2.7;1003;0;1;11;2019;0
0;466.932;2.2;1189;0;2;11;2019;1
1;431.841;2.2;1189;0;2;11;2019;1
2;408.737;2.2;1189;0;2;11;2019;1
3;397.196;2.1;1189;0;2;11;2019;1
4;393.25;2.1;1189;0;2;11;2019;1
5;391.731;2.1;1189;0;2;11;2019;1
6;398.142;2.8;1189;0;2;11;2019;1
7;422.376;2.8;1189;0;2;11;2019;1
8;449.778;2.8;1189;0;2;11;2019;1
9;496.376;4.1;1189;0;2;11;2019;1
10;535.118;4.1;1189;0;2;11;2019;1
11;552.679;4.1;1189;0;2;11;2019;1
12;556.125;5.9;1189;0;2;11;2019;1
13;550.83;5.9;1189;0;2;11;2019;1
14;547.36;5.9;1189;0;2;11;2019;1
15;547.576;5.7;1189;0;2;11;2019;1
16;546.372;5.7;1189;0;2;11;2019;1
17;557.028;5.7;1189;0;2;11;2019;1
18;581.488;6.3;1189;0;2;11;2019;1
19;588.08;6.3;1189;0;2;11;2019;1
20;570.417;6.3;1189;0;2;11;2019;1
21;554.035;8.4;1189;0;2;11;2019;1
22;533.121;8.4;1189;0;2;11;2019;1
23;497.921;8.4;1189;0;2;11;2019;1
0;460.812;9.2;1189;0;3;11;2019;1
1;427.878;9.2;1189;0;3;11;2019;1
2;404.983;9.2;1189;0;3;11;2019;1
3;393.314;9.7;1189;0;3;11;2019;1
4;384.732;9.7;1189;0;3;11;2019;1
5;383.141;9.7;1189;0;3;11;2019;1
6;388.262;9.0;1009;0;3;11;2019;1
7;406.674;9.0;1009;0;3;11;2019;1
8;425.738;9.0;1009;0;3;11;2019;1
9;460.573;10.4;1009;0;3;11;2019;1
10;497.569;10.4;1009;0;3;11;2019;1
11;517.331;10.4;1009;0;3;11;2019;1
12;520.801;11.3;1009;0;3;11;2019;1
13;513.976;11.3;1009;0;3;11;2019;1
14;513.372;11.3;1009;0;3;11;2019;1
15;513.77;11.3;1009;0;3;11;2019;1
16;513.97;11.3;1009;0;3;11;2019;1
17;522.383;11.3;1009;0;3;11;2019;1
18;552.939;10.2;1009;0;3;11;2019;1
19;560.461;10.2;1009;0;3;11;2019;1
20;549.134;10.2;1009;0;3;11;2019;1
21;534.187;10.6;1009;0;3;11;2019;1
22;513.287;10.6;1009;0;3;11;2019;1
23;481.228;10.6;1009;0;3;11;2019;1
0;446.943;9.0;1189;0;4;11;2019;1
1;412.435;9.0;1189;0;4;11;2019;1
2;391.075;9.0;1189;0;4;11;2019;1
3;381.391;9.1;1189;0;4;11;2019;1
4;374.584;9.1;1189;0;4;11;2019;1
5;372.151;9.1;1189;0;4;11;2019;1
